Address,Total
0xb8ec7c6483444572a486e22dd8f875bb26e14472,14.116119919
0x1638e6e26f49c3b9ee48c03daf1097968c837851,14.112482966
0xc2634b9d0a0cfb756cded34656e09828072a8a9b,12.623390811
0x7aa0d7b446aa12feccdd4a33b997c7e45b10441c,12.614085638
0xc28bbeb8dcf086aeaf6e50259c553288a16e2a97,11.531720898
0xf7209ca456675d82a372f8edfa1f17e74c237b69,11.438382674
0xa7a23739862e45914e9fea98883b5a85e7d9525f,10.782189324
0x4f50d47d20380172746527bbeaa274940c38efac,10.216416824
0xeb340415d19e506de42fb7e2e1ca09965ddbd6ee,9.924193773
0x17535cc8178936c55b7eba7844dd43e958d45db9,9.657028365
0xfa8f11e4ad7bc8c7f210bc646d9a23bad4603f49,9.172929509
0x4a1249e419d09f64130cbb426f37facab261b9e2,9.154165859
0xd21b32470e1206e67cb3022e5fe1bbb494dd1aa5,8.858298925
0x02675dfa4d4d6b3fb7d04e0c8ad000eff752bd89,8.824169220
0xb2a3406c9f34bdc441cf9a1065b8eea89761f3ae,8.656474673
0x54c375c481f95ba43e2cecd6ef30631f55518f57,8.327419611
0x63bf1d484d7d799722b1ba9c91f5ffa6d416d60a,7.466252951
0xbfa52e0b5d8f22542d579e3a320fd02f184a6bfa,7.433555532
0x1626e7c64be01166b937c4cfaaac2f8279794ca5,7.428806007
0x5fdb500ba1d9b6be0c164ce609277cd968c5d45e,6.012248170
0x82d3e57708d69d5386a7da9cb0616f56475f3c2e,5.919173436
0x5d30cadb7610e5ff1446b164423d76af3bb4e5cf,5.885898387
0xf2dec80829f006b3d8e31967f00db4c818e54dc6,5.870145927
0x0285590ef8c67938e0c622cbf1d2dccd110f1efe,5.808589926
0xe867cc15f6d6839d1e479041fda51ffc6db764e6,5.700372735
0xf7ec5bd922ea65a0f2c9b9c0ee7b683a87d8f30b,5.503893094
0x81e6307ba4e0fd238846503f951d0933477227bb,5.454913263
0x8caa7ebe5c6ae6087fb65315d1b5aa7acd33b854,5.391007027
0xae03a5d3e9ca46f48dfc85af9801b4b7da7871e1,5.369061441
0x9ef86a4ebbf2e595228f924782ca6c325b107f18,5.196820593
0xc3dbd0ea72d088f6db28205a7d89a3f956cd5ccc,5.100670802
0x17307be3589a680452543dde06d42a07ee3fa080,5.092741434
0xa16946a605ddb755d3a5774b6124f97fed1bd1e3,4.721208486
0xec8cbab21d13fe452c54abc4d962cc2a0830314a,4.532935681
0x71535aae1b6c0c51db317b54d5eee72d1ab843c1,4.486992819
0xfca399b892f4e8306fc31b312a3399f422976886,4.399999133
0xc11508077ff0afe0f65e250df0a1f2787eab1ba3,4.039884689
0xe0e484dfa7f3aa36733a915d6f07eb5a57a74a11,3.904224051
0x52a5711dc4fe437e81205bfad22ffc43f1818df7,3.844380988
0x23c3ca8d1aa9bd45c10a8696ea58b2f6a205bb20,3.622469394
0x7aa3551e9dc4cece16991179abf73f7bd091c41c,3.606550433
0xec80b5494e873fd9a7c7bf2368d743b38eb0b9ea,3.584567633
0xd585cbcb0a390c2a2fd6b887e835ee8cc362566c,3.576578307
0x362c6e9a48d8ea1a19f280857fbf7f1cab520058,3.526364424
0xd9a94545515edb558c3d408a3c990cb4ee067d95,3.345112183
0xbeb7b18735f9132271be67b9fb6e52e0a332f165,3.339952485
0x428da84e14b52e4a1cd0afe7150abe27d1aff8c5,3.271838686
0x42dbf634c256acd17beddc1330488f1bea7b8bdf,3.269581676
0x4026b3da349c2952255ca9db4f055ea57f4e037c,3.221810114
0xe3d69bcab5daaea39787eeaf4c0369de366d71bd,3.214499865
0x0660e93da792d900bde54ca01c4a59aba09d1fc5,3.017004599
0xe191468e32443fa79e8ae8164c0c0b319ea704a4,2.982739531
0x1c43d10c9fc37d8781e800a0aadece4f291bb872,2.982199499
0xdf0259238271427c469abc18a2cb3047d5c12466,2.970774401
0x32844a824f458f24878515923f1fa120b6b711f2,2.770355849
0x3bd856465321ead1605286938493169e9c9011cf,2.660754453
0xc4b0259cf0252eb3b3cf61f41e055e6db34f644c,2.601481332
0x62bfdf7699972cd2811424644fcd6281b2178dad,2.431550142
0xf539d59cb90a5f4f7354f9e290b68c462ffbc8c6,2.273231540
0x10feb6f3111197336bc64ad3d0a123f22719d58a,2.205362425
0xcafb4ff79d39949d29e2ec4eb6b42c1e7b4d8b2b,2.102474286
0x2c1ea8f94766117051490ebba7e5d6c2a11dd4dc,2.046118314
0xf6853c77a2452576eae5af424975a101ffc47308,1.990372004
0x203526aff6de28820e5eac5d5137f08d0395f3ca,1.986626578
0x42869a8455671c419bdcd1905f4966e6d305f216,1.971689726
0xcd3cde8040627dbe6874fac9525bb24422e3f4d4,1.962240685
0xa82618668a71bb492d1aaf8948de95d73eb8a243,1.895805379
0xf58623a5d10864e409a3be9609e892bf9252b956,1.894270357
0xdc14be3d76deb3031e768429d125a560f298ed97,1.884872438
0x4846aee6d7c9f176f3f329e01a014c2794e21b92,1.884280181
0xcb98b2c2c22fcacd12ebf92676172616bb37d43f,1.858391860
0x983848be568f9bbeaac4190ec3396c0e943b54de,1.852658068
0x7fe02ca835b711928505ea6725ccca6dce6db9e7,1.823251583
0x5b78ae09929c53c77ba29a13265e35a2f62dd89f,1.774043918
0xca1a7ecd9e0cf8330f71fbf5facf78890644f058,1.710252733
0xd0ad70f6dcb7dc5b12c832c37dcd24723a2746c1,1.701499104
0x124c5e21a073fb4694308fbdf72af362451eae12,1.660343400
0x8dd77eaba64018dab36dcff7bf464f2f5027f044,1.657030437
0x4db6ec655eb2b5bc9dda13e0cfa6df0a301c5ba8,1.605980011
0x6ae1961c0fd0b5807d5ec64faacd0e335c5742cd,1.595788038
0x3e893426e65cf198d4df266b77cfa46559c815ee,1.557562094
0xe3b83b5d42acfbaf04f2110afbb9f63216b343c8,1.547148442
0x34f0a12d402c12b23aa28d4f344bcc015b4fbe79,1.543044349
0x31c6776dedb9c8f31c7423263e206322c6e130d6,1.426568683
0x2cf11d477f776d7fc96454ef399bed1f2d878b56,1.376462567
0xc92d60af8001b1070ce40337205af18a0bbed142,1.364876490
0x2b1d2d290268cb4c4862d4a658f1c2a663c0f79a,1.334749197
0xb386b3370f3c258d241fed394050d60f7c421be7,1.313295521
0xe4fdaaca52548de38def312bc4cd749864810b0e,1.295278998
0x436347e6309c59446b0f815fa176486fe154058b,1.283477510
0x8ce9ec296542ec95c0259572f1c8965c30cd7df0,1.241359177
0xaf1cde9960d2628f81300e808370a553b76ef375,1.199772624
0xc6a82e72156a11a2e1634633af5e4517b451f0d9,1.157756749
0x864b81c40d8314d5c4289a14eb92f03b9f43b6bc,1.130037355
0x81d80ae9d6670cd9ffd28812e2360535b1cec339,1.113989296
0x5273611f2caadcda536495909ea87bd2bb9cb9f9,1.107285588
0xac470bff425c8854911093f89c80d6ac364dc126,1.104621592
0xdf211065d33c6907aef314bd23d2f09a1ccd9615,1.090087631
0x05c6959d997cde99d2f967367e5e9f1959ba9706,1.079203500
0xa4262084ab298c6a6bf203ac6ffde1bb854722d5,1.075045487
0xfce3fab283adfebf09675d6fb093609d73233e6f,1.060194667
0x182a15931cf7e4d02c667177aa454ec51b6c7a8a,1.039014804
0x521d155cee171dad885eae47a97a8c489c3c70c9,1.030886159
0x9ac613c678af073ec6e77a3ecf4311fbcf5ad6f3,1.006506268
0x4886426a04ec6f0e22278a298b5b25cd4df03676,0.994555125
0xdb9123dc5b366d5b6af249ff463d49f66d4d373a,0.993778741
0xb7d672703e7987715912a0784be91b27d1098c89,0.986786762
0x5785a2d3a1df2b01261d04876199c70b5973bd5a,0.969076303
0x43a167c2efdc7b137bea81d5a366d42a5d398b6c,0.954032057
0x301605c95acbed7a1fd9c2c0deee964e2afbd0c3,0.927517080
0xc785b60bfdaceec0c106b6504dbe4575a520dc64,0.917974046
0x71947cb13c53922f56b7881169f97357ad8a465a,0.909161507
0x415fce36e2dc12421f20b93dbad1dd68bd2f6db6,0.890750289
0x6cc76d20646af5e6944bc6bfe60d21ea3fee63a5,0.879166769
0x19eb49678d1fa850761f620a7213f0d5daf330cc,0.814298543
0xd2f96f8d1884cfd7f3e10611a86d9e932a235ed3,0.813182512
0xa2685a7e61e135eb659c5ef41a38ba170b5ecb4f,0.804446267
0xfa63c00c1d03cb29cd3f9cae0e20138a6b978dcd,0.800318710
0x3f59111df7d045b98fb22069738ef145208daeb5,0.794541382
0xb20868131fbdd060f7f237f8f99c24880ed573ef,0.758157178
0x9a568bfeb8cb19e4bafcb57ee69498d57d9591ca,0.757449609
0xecbbc62189b18902e9abe7236edfa7964f7e3381,0.752911735
0x30043aabbcebbd887437ec4f0cfe6d4c0eb5cc64,0.743335503
0x6630a2af9f49c14c6bedeac703eb56316bd0e950,0.743229024
0x2816affb6b2e646e2d9f2529c5affed6d13e0c0c,0.741950974
0xd2d749354338c06b1d163f2e4235a9f6160e5aca,0.738084331
0x2f116785e09488737ae32fdc699da93f03828068,0.734914981
0xb4356181f698addb53f1e7e91108dc89c5e5bc77,0.721554516
0x899ffc975f2c849f772641ac5ce1ec6fe07daaa3,0.713947312
0x040a0c8fd6c4c929648f1ca4aed3745ce3f1eaae,0.704549777
0x0b9a0bea83d75b1a223292991d0a420bea8b6ff1,0.690082527
0xfcffac7ca0fe69461dd32cb1286bf31d2c818ff1,0.673276788
0x8f9be4310f9abb0e5843cc6363908c9b01dfeb3f,0.654171446
0xa0a44af2326d0e647e6d8c41f7714ab7824d89dd,0.650474318
0x73849dd5790f29bdac8502760602e4360bb6bc1e,0.649033333
0xfe32a37f15ee4a4b59715530e5817d1322b9df80,0.613284971
0xfd1935fd3c8f49723deb7296c58ba4bb1a0e48e1,0.609158648
0x037ce225946fc6b419e768abc7e5f03356bb887b,0.600851527
0x432fcd67815d5cc72808a7815a02373fdee7d740,0.598238769
0xb7ec3afc8ea5e99686783839a63fb2c4cd58fae2,0.594598952
0x8da1dbeca9f637fd5ee5d44a017b2e54ed235255,0.594385912
0xf54eeeb761f18da84a0c8162484ed32b7d490716,0.594312488
0x663fe011b7fb8fd76379815bf8d3176178e8a415,0.594067015
0xdd99fa1e4312146cf5029be7bdeb18c912f4f82b,0.594061580
0x1e8ee48d0621289297693fc98914da2efdce1477,0.593248038
0x778549eb292ac98a96a05e122967f22efa003707,0.593203411
0x855328ee5e94924cb83b267f25a513c2a2fc3e5e,0.587395122
0x2d4f248ff1e4eedfac4aa636a1e7271e44aee5c1,0.586948327
0xd7dedcf8ffddceed9ad20a41a5f88dc1268b3ad4,0.586475498
0xced28d6242f2807b3312eaffa50a3e0e04cff725,0.575816560
0x5b7ab4b4b4768923cddef657084223528c807963,0.573547662
0xbf701bd8befb759da62c158f1391e5539f828adb,0.524826012
0x405a2527b2ec97764d79fece3fcbab396155d179,0.506759373
0x16fa43ee039b7ca2e993886095d1a4b4bfa71732,0.490459564
0xfef3f83e036bebc6c7d92e769c87eda6065b3166,0.488098849
0xc0f90e81e6c89d7581c55dade471fff8fd3cff60,0.467300591
0xdf08dfb2752c2bf55facc363f1568d4cf9606110,0.461460592
0x9167a5b2ac51110b1dd666442169846920829754,0.453565415
0xffd0b16ad371a90676c4442b4065ea01cf500e11,0.449167085
0xa3e2330e4fa9bb23d7eaaa3628b2c1906eead200,0.448062033
0x050cea859b5a93ac7bd4db4572fb7d90b7c63cac,0.434250120
0xf7b18e107eb36797f4ce36de756630b9c30969ad,0.431080822
0x839d195bf635e222893c6516329235e904f8b3cf,0.420634294
0x459e9e7fa2631ce07a8369beeaebce0a660b9ecc,0.418417513
0x4a0d5319665a5eb094f841af9ce0a34bd3879412,0.393466722
0xa11109126af2c5904fdc5b6203108fef5770e85e,0.372554102
0x655c7eadf9360603cb5077d8dc57fa07bcf61d55,0.352573559
0x0e7af95de26bf10e6b9f00d846c22757aa582b9c,0.333406395
0x0694fcb8d0d764050aef2c1aebc2475b95201331,0.331805141
0x730fac4c4ff284434ef81072341100bb02c2fa49,0.330015547
0x33359285f30e7b3386de70ca500f4fe27853765b,0.311106649
0x01e6fd0ae73d9194b19f9b376065577927a0d5f5,0.307229841
0xbdf2051a4d56b857ed1dd0fc881041899d378835,0.306472895
0x299c437702b2ee9ad9dc27f95d294b4559462ef4,0.299293626
0x07c8eabadd0d1d791b82cafa241b0ccbebff65cc,0.283387455
0x28431a1446c86434ded04f7f8ba6808649329f4d,0.279337419
0x14ae02f8b3857666ddecbce8e78809e4ab44d7e2,0.266451874
0x00000000b9d747ef42d224e572a5b7e6488929c8,0.234700136
0x23dc2f56854caedbaa62395c9a3fe8f16b58a3f1,0.223790580
0x625b6dfa126397ae0e402ae9991c9ef2bd8f9718,0.217406199
0x82e4493e7e99f1a32f828027f03d82adc6c28bcf,0.212819867
0x99bcea6bb0403927fb3c038163478d5b42082fd9,0.205269955
0x8d2b0632b1efd1af43f61fe3f11a0fa2daf65eef,0.204257021
0x0b981d98e857c888e00d2c494d24dc16a12f8f3a,0.192363815
0xaa1ac9cd61344161a0e264095c93a78af5144dfe,0.173210154
0x1ee053db7b63fd16162c773b2f37ad28f03b79d1,0.137809697
0x580eccb127b287cffdcb8935bc5fc7e9ec0b4123,0.137023852
0xe92d2a4255bc7e468d355644d24ec5d9ac6ef13d,0.129858922
0xa8ec2ac025b50c2b626ba865b1559bf2bdeaaf17,0.123337102
0x881f7504d43788eab1544311f394d42087f698e1,0.116483578
0x8d07d225a769b7af3a923481e1fdf49180e6a265,0.114209720
0xbd1f7d88c76a86c60d41bddd4819fae404e7151e,0.108750907
0x2ebdcca663bec249867413cc9ff0969185411667,0.107369310
0x93a62da5a14c80f265dabc077fcee437b1a0efde,0.102601791
0xfaa987318c328d32d359ad7ce053be5b395da7b7,0.097197780
0x06b1bf28c962363f212878bdf87417ebd0316220,0.089159262
0x9a00f6b8d484d670604338d793a6e36249e4322f,0.088117378
0xa69414871814a6f8aea7edd9e4f1282c6eaffe18,0.086053101
0x20deb7705e0f0527c29854bec7e80f1b16794a11,0.073946327
0xedd5a10d3d719883deefc7d04f23850cef5b1351,0.073217850
0xf08b78ba2bdd1d1ee27642f15844139c4bd3b697,0.066227443
0xc4f7eb5c46cda95639aedaa3366efeef1082fe98,0.052656714
0xc913b69519b009783b6b2779412e85f8e7678846,0.049940915
0xf8001b5b73a985a5ab8a65b6d1e987868c068355,0.043224812
0xbaf36227160a1468b9f2a90b1194fa34d00ef38f,0.041721214
0x4602525fdeee4084ae863c5a81d605b498f4714e,0.038921213
0xc069d790b4c0424267b2a0b08c122bc4279b420e,0.033734737
0xee0b0271918ba62b939437af831efc689365112b,0.031690624
0xc7dbcc064d3284a9320f074617443508b60263cf,0.031176906
0x0ea1e9ac50ec4d8db153580c2aec1c5ee13c0961,0.030522764
0x013812d42954149d2bc3e0246d65f4097d1b2fe5,0.029772119
0x7f82e84c2021a311131e894ceff475047ded4673,0.029194724
0x18cf2b4672e816065c12d12b5bad21b426dbf560,0.029095336
0xb6f1d510a8e18a9ba14cec92791c026f8f3b9072,0.026023384
0x942c82b1fa3cfd5d383e30f27ad6144e9da2f9f6,0.022626830
0xdfcf36f5c9b254cf08612ee6db9140a9be798176,0.019305481
0xd922a8f480cddc554848bb645ac9faa9393b8c0b,0.016811978
0x5d411d2cde10e138d68517c42be2808c90c22026,0.009236732
0x881ccec3c27d83877263cdaa12a45d0437e1f0fe,0.006510914
0x402c65d9ea91c37eed5bd581710d8bce2f64c65c,0.005703995
0xfdb3310e9bf36d9dea05efdf4ab3d278d0fc8949,0.004789374
0x24d02e64d4a2580d570666546ac937adab2b3e08,0.002919941
0x35e190c1c872ea78c4f2d703cbcff6401b70ac0d,0.000975410
0x747e109b9ba062839c1cbb7608d420b03111ecd3,0.000965175
0xae543c8a86cc7d0437687e7778fdb771efe0b322,0.000872952
0xe03727f8b10a30a4b2c5f43958b2b9e6ea2b4ac3,0.000655115
0x2973ef40f77885f3283555b17788eb50def354e0,0.000268767
0xe81119bcf92fa4e9234690df8ad2f35896988a71,0.000200857
0x442aea0fd2afbd3391dae768f7046f132f0a6300,0.000199278
0x4a17f19a7b7fd329f97db116c2a09798f8c57ad0,0.000155089
0x38e481367e0c50f4166ad2a1c9fde0e3c662cfba,0.000000451
