Address,idle,rai-dai-uni-v3-lp,aave,rai-eth-uni-v2-lp,fuse-borrower-no-rai-supply,Total
0x7c8d1c186506df224a4e781b9f4ac6b9f5a40dea,24.321604291,762.9245556321474,13.351496453722913,0.0,88.88253304853913,889.480189425
0x46a0b4fa58141aba23185e79f7047a7dfd0ff100,0.0,82.92403471642345,0.0,457.2340601309252,0.0,540.158094847
0xf2e563f6fbf25cf23dbe57d25287e10339ad3b6f,0.0,513.1058852744048,0.0,0.0,0.0,513.105885274
0x78e96be52e38b3fc3445a2ed34a6e586ffab9631,154.522693356,272.1754553052673,3.86680890915918,0.0,11.01254525462222,441.577502825
0x26da854f28f2181858ce4aad1cdb0c2027b6465c,0.0,400.6136981295979,0.0,0.0,0.0,400.613698130
0x20730820ab819e69e8e632574382f6d4d9fee50f,0.0,271.87955789972693,0.3489985319932425,74.13959109491839,0.0,346.368147527
0x79792c512d1029a640c86f20c9d30ef3643d4d38,0.0,212.66553034521695,1.1351947594557517,59.37148591919781,0.0,273.172211024
0xd2d58f785ea44dec2d3443cae65fb2ad66a2f67f,0.0,264.3934052143988,0.0,0.0,0.0,264.393405214
0x5edcf547ece0ea1765d6c02e9e5bae53b52e09d4,3.302047373,199.61485694908177,1.794002731497023,0.0,56.87700654646689,261.587913600
0x20eadfcaf91bd98674ff8fc341d148e1731576a4,0.0,111.9979444599686,0.0,143.09647546388786,0.0,255.094419924
0xd4ad5d62dce1a8bf661777a5c1df79bd12ac8f1d,0.0,125.94776904929908,57.41115584756843,0.0,0.0,183.358924897
0xadeeb9d09b8bcee10943198fb6f6a4229bab3675,0.0,0.0,0.0,166.21871701652688,0.0,166.218717017
0x1f84ca2c0a406b32e083e4e41032fd148364df48,22.718019192,0.0,0.0,123.70170162076153,0.0,146.419720813
0xc550c0d95fc2a8c56c093de17003dc9f741a6b00,0.0,0.0,0.0,133.5925410581547,0.0,133.592541058
0x3caba50e426de2003f937ac961bd6834b206fb1c,0.0,42.089354303738254,0.0,90.66718454070164,0.0,132.756538844
0xbc79855178842fdba0c353494895deef509e26bb,0.0,0.0,0.0,129.66257890612476,0.0,129.662578906
0x92e74e50edce4573d181c03ca889f72640cd3a94,0.0,120.54707009667214,0.0,0.0,0.0,120.547070097
0x6749f1a7c7f0f3a4d44abfc881e4796b59df2f06,0.0,0.0,0.0,83.07448744270857,0.0,83.074487443
0xce824663bccb32e2dad1a8f2a26b698290417b34,2.535172798,19.07033288588767,2.1294960063968302,53.73084159686722,0.0,77.465843287
0x2b290f41af8e0e6db68c0d8325394d8935d1d990,0.0,75.82945415990557,0.0,0.0,0.0,75.829454160
0xeb340415d19e506de42fb7e2e1ca09965ddbd6ee,0.0,0.0,0.0,72.11751116561679,0.0,72.117511166
0x652740d58e182a6ae5fd5217063094a98d6ab8d1,0.0,70.6755013594592,0.0,0.0,0.0,70.675501359
0x3bcf3db69897125aa61496fc8a8b55a5e3f245d5,0.0,0.0,69.46355493419013,0.0,0.0,69.463554934
0xc218d847a18e521ae08f49f7c43882b6d1963c60,0.0,53.58086356096526,0.0,15.756339605534825,0.0,69.337203167
0xf32fc1113f4769f59984d615e91a8e94548f2790,2.852898273,32.17260645127085,0.0,28.638029678074545,0.0,63.663534402
0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,0.0,12.532658674262311,0.0,49.73149602036453,0.0,62.264154695
0xb6c17794a6ce02a87df4b16b1008083a73c0d3f0,0.0,61.939361837005,0.0,0.0,0.0,61.939361837
0xc0ffee22f360792a89db39f159f103daafe9c57d,0.0,57.1988607988184,0.0,3.384797604567681,0.0,60.583658403
0x8343f493557dcba5fe9e08e3ec115b6af2de54b1,0.0,60.55750182163401,0.0,0.0,0.0,60.557501822
0x6371024c5ffdaefef716adce3cac52ac6181cd9d,0.0,0.0,0.0,0.0,58.17547952126441,58.175479521
0x2482dc04ac628a4b2700c071bfee557fd86c91ea,0.0,0.0,0.0,54.1284018011561,0.0,54.128401801
0x1dd01835e0eb26abe597e2e69ffac1a6cd00283a,0.0,53.828540964886805,0.0,0.0,0.0,53.828540965
0x41a60b69628a450950903c3800626c0285607705,0.0,43.93359393294296,0.0,7.4365594464384435,0.0,51.370153379
0xa231a5ae629a0f15e1c1eb3ffbf813589e206926,0.0,50.86966102289404,0.0,0.0,0.0,50.869661023
0xd35d8f5df82f61f2cb84b5871350d2a97b275391,8.807197177,40.66954841933968,0.0,0.0,0.0,49.476745596
0xc3597578d6c3929cfb1aa55feb72f7b530a4cb5b,0.0,0.0,0.0,49.25135373249079,0.0,49.251353732
0xd37f7b32a541d9e423f759dff1dd63181651bd04,0.0,46.130924266438285,0.0,0.0,0.0,46.130924266
0x49bb4b96be42e5c65d5dadd90134a07583fadab1,0.0,35.517498539158886,0.0,0.0,0.0,35.517498539
0x6a43e60d5520912d20f19eb29a011e82a6ee50ae,0.0,35.448945122598815,0.0,0.0,0.0,35.448945123
0x028b2b9adca1bd1263086b0b221713a684968817,2.159568616,0.0,3.281979079381293,0.0,29.204666218433168,34.646213914
0x8cd9f9c08c6a3f891bc570f1d6a3dc91c1f62bb0,0.0,33.41558357993405,0.0,0.0,0.0,33.415583580
0x43232604615a225aded5713e41161d82f6164672,0.0,0.0,0.0,30.83226537098361,0.0,30.832265371
0xb8ec7c6483444572a486e22dd8f875bb26e14472,0.0,0.0,29.913933796014835,0.0,0.0,29.913933796
0xde464c0307b1e35264b70aac3797ceeff3966cc8,0.0,29.67676637751792,0.0,0.0,0.0,29.676766378
0x64d6539c03352d0faeab9c2a1c3120dba859836c,9.807891753,0.0,0.0,0.0,19.784872723064776,29.592764476
0x621091d1c013e57a37767521bd87208d497b09b6,0.0,27.435591997822783,0.0,0.0,0.0,27.435591998
0x4e65175f05b4140a0747c29cce997cd4bb7190d4,9.084518157,0.0,0.0,0.0,18.350859690725077,27.435377848
0x17307be3589a680452543dde06d42a07ee3fa080,0.0,16.93679456227044,0.0,8.832129355682222,1.5686797862575142e-06,25.768925487
0x25a34b7f2533761a0eea417d4613b54861278e79,0.0,25.527340104035435,0.0,0.0,0.0,25.527340104
0x6c26a07ccff2783577ee911d4c6907cf59775554,0.0,22.808640467559847,0.0,0.0,0.0,22.808640468
0x54c375c481f95ba43e2cecd6ef30631f55518f57,0.040380329,7.827812249720979,0.0,13.16753039135516,0.0,21.035722970
0xbf370b6e9d97d928497c2f2d72fd74f4d9ca5825,0.0,0.0,0.0,20.675396693976342,0.0,20.675396694
0x25431341a5800759268a6ac1d3cd91c029d7d9ca,0.0,19.900174916108604,0.0,0.0,0.0,19.900174916
0x91f93bc5053b4e1b1c2f56d6f4442c306ea65a94,0.0,19.077288889977257,0.0,0.0,0.0,19.077288890
0xf2f6225962e7b1098d10f8b421b0c31936c7dcd2,0.0,18.33999033893238,0.0,0.0,0.0,18.339990339
0xc2634b9d0a0cfb756cded34656e09828072a8a9b,0.0,0.0,0.0,17.572678417882276,0.0,17.572678418
0x4f50d47d20380172746527bbeaa274940c38efac,0.0,0.0,0.0,16.24207105598009,0.0,16.242071056
0x0154d25120ed20a516fe43991702e7463c5a6f6e,16.212781376,0.0,0.0,0.0,0.0,16.212781376
0xbc784b5c62269a4aa739d801bd06616559c88bd8,0.0,15.91760371973042,0.0,0.0,0.0,15.917603720
0x7bfee91193d9df2ac0bfe90191d40f23c773c060,15.901934912,0.0,0.0,0.0,0.0,15.901934912
0x09528b6c6fc792eff0c70563c9b4c4c6e38da61d,0.0,14.9328629704453,0.0,0.0,0.0,14.932862970
0xfa8f11e4ad7bc8c7f210bc646d9a23bad4603f49,0.0,14.615626150829506,0.0,0.0,0.0,14.615626151
0xf7ec5bd922ea65a0f2c9b9c0ee7b683a87d8f30b,0.0,14.286479827532062,0.0,0.0,0.0,14.286479828
0x5d30cadb7610e5ff1446b164423d76af3bb4e5cf,0.0,4.459697458194664,0.0,9.3574079326495,0.0,13.817105391
0x17535cc8178936c55b7eba7844dd43e958d45db9,0.0,0.0,0.0,13.44328607672182,0.0,13.443286077
0x39d52da6beec991f075eebe577474fd105c5caec,1.031014096,12.304448699517724,0.0,0.0,0.0,13.335462796
0x1638e6e26f49c3b9ee48c03daf1097968c837851,0.0,12.651289470255444,0.0,0.0,0.0,12.651289470
0xd0554b8dc33b4be4bee98718a7b5f8009a67a6b7,8.332327373,0.0,4.039804768727604,0.0,0.0,12.372132142
0x02675dfa4d4d6b3fb7d04e0c8ad000eff752bd89,0.0,0.0,0.0,12.332759349290663,0.0,12.332759349
0xe867cc15f6d6839d1e479041fda51ffc6db764e6,0.0,0.0,11.8806175411303,0.0,0.0,11.880617541
0x7da957bfa534a593618ce9a16216a1ea57b8e941,0.0,0.0,11.17270885007374,0.0,0.0,11.172708850
0x25125e438b7ae0f9ae8511d83abb0f4574217c7a,0.0,10.66587512863224,0.0,0.0,0.0,10.665875129
0xbfa52e0b5d8f22542d579e3a320fd02f184a6bfa,0.0,0.0,0.0,10.34805012482599,0.0,10.348050125
0x7fe02ca835b711928505ea6725ccca6dce6db9e7,0.0,0.0,0.0,10.279639995620336,0.0,10.279639996
0x21c30d17d9e61ce139dfd2a3d167c5752246b938,0.0,0.0,10.254213305563198,0.0,0.0,10.254213306
0xbeb7b18735f9132271be67b9fb6e52e0a332f165,3.454838425,0.0,1.721468398423922,0.0,4.683686430537751,9.859993254
0x4026b3da349c2952255ca9db4f055ea57f4e037c,0.0,0.0,9.45280232723432,0.0,0.0,9.452802327
0xf5ad0a6aa4dceaf08dd41519b245d5b18fdeedad,0.0,9.143658602628893,0.0,0.0,0.0,9.143658603
0x0285590ef8c67938e0c622cbf1d2dccd110f1efe,0.0,0.0,0.0,9.09165616986112,0.0,9.091656170
