Address,Total
0x537037c5ae805b9d4cecab5ee07f12a8e59a15b2,1103.613211224
0x3cbc3bed185b837d79ba18d36a3859ecbcfc3dc8,452.984696860
0xd37f7b32a541d9e423f759dff1dd63181651bd04,423.638669852
0xd2d58f785ea44dec2d3443cae65fb2ad66a2f67f,403.949839301
0x20eadfcaf91bd98674ff8fc341d148e1731576a4,376.615400404
0x42dbf634c256acd17beddc1330488f1bea7b8bdf,357.468810916
0xd35d8f5df82f61f2cb84b5871350d2a97b275391,267.169023363
0x83a271889031be9d3f13f222ff631eb2ceafffbf,181.763689059
0xfa8f11e4ad7bc8c7f210bc646d9a23bad4603f49,97.371296674
0xce824663bccb32e2dad1a8f2a26b698290417b34,74.172798885
0xc218d847a18e521ae08f49f7c43882b6d1963c60,52.837920389
0x857ab110153ad57240ab920e93bfb549c045af55,49.846805384
0x09528b6c6fc792eff0c70563c9b4c4c6e38da61d,47.518305182
0x516e5b72c3fd2d2e59835c82005ba6a2bc5788a4,40.161101749
0xbf370b6e9d97d928497c2f2d72fd74f4d9ca5825,31.172832316
0x3a7bc1e308c816fbf27a368bbc44335da1d059c2,27.616332566
0x0e7af95de26bf10e6b9f00d846c22757aa582b9c,27.329606566
0x9e1e303635910c2d398647313170b11fc41cb0dc,27.056971844
0x7fe02ca835b711928505ea6725ccca6dce6db9e7,22.191620714
0x616f29b6a5b05b76eb04347cd30ed10abe9d5ec2,20.851176929
0xf94841dafa3d449d47b539758ca92263f23834b8,19.559794281
0x4f5ef03e870332a1b42453bbf57b8a041e89efe8,19.389987213
0x6ac2c17b94b54643f000d1e33abe4d5bdbe34d1c,18.188864257
0x2b290f41af8e0e6db68c0d8325394d8935d1d990,17.559898453
0x17535cc8178936c55b7eba7844dd43e958d45db9,17.162457898
0x4bfa6a78f8c1d1199915eab8d0b07733040a0f9d,15.949253783
0xfcffac7ca0fe69461dd32cb1286bf31d2c818ff1,14.080834628
0x2e920380a239d8a6467868e3160a69c845fa0ca2,13.822839236
0x1c43d10c9fc37d8781e800a0aadece4f291bb872,13.158964226
0xe21e9593620983102d9e7868caaadf514e23e55c,12.873773521
0x5d30cadb7610e5ff1446b164423d76af3bb4e5cf,10.620024151
0x8feeaa5f3bcc9700fb8d44fc1ba018a958f67bfe,10.302100135
0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,9.484612043
0x3caba50e426de2003f937ac961bd6834b206fb1c,8.598799563
0xa00c99f5f955552742f1089ded88abdc74e67bac,8.492588933
0x6e185658442ab2a27f86402fc36b379c8ffc76f8,8.446595122
0xa812202eca0a478b9aff492ec831adc3a8f388a4,8.116969168
0x6a43e60d5520912d20f19eb29a011e82a6ee50ae,7.860998917
0x32b067831860731c4ab591f7762f6eed2df51513,7.234907776
0xc11508077ff0afe0f65e250df0a1f2787eab1ba3,7.149601447
0x52a5711dc4fe437e81205bfad22ffc43f1818df7,6.593795329
0xa91a3cc43fc23929fe879b853d4e6ae9568b8251,6.010767940
0x64cff0743868c31d003a51a42b6a894b78a8fda6,5.964714901
0x79792c512d1029a640c86f20c9d30ef3643d4d38,5.449667233
0xa20ef8a9a21cb318f0d396ba0134698e472e38dd,5.432448037
0x60db7b781ca83e0612a81174512d8213f07e6508,5.398365405
0x60daa6b4d1a834d13872f4e8d0dc6f725dba9a01,4.982734126
0x5a0d6d0de7c74899f09d3509a429beb7d3b4b1d0,4.453002145
0xcd3cde8040627dbe6874fac9525bb24422e3f4d4,4.137140778
0x7136fbddd4dffa2369a9283b6e90a040318011ca,3.615249172
0x30887fc55cbfad3487cb55bfe1779f6d2ba1c118,3.602932641
0xf58623a5d10864e409a3be9609e892bf9252b956,3.496273997
0x040a0c8fd6c4c929648f1ca4aed3745ce3f1eaae,3.345188523
0x983848be568f9bbeaac4190ec3396c0e943b54de,3.245222687
0x1638e6e26f49c3b9ee48c03daf1097968c837851,2.974746427
0x9c7cd4977dd1c4e71abd9c0daabe92425f3f7a0c,2.863566317
0xf42a29f2420e4e364e410ee6bb0b3a2e604feb11,2.695856415
0x2b1d2d290268cb4c4862d4a658f1c2a663c0f79a,2.607491783
0x93433264cccb31c80a62b0eee78e37ebbb0377e3,2.508467234
0xd7fb6add631c1a8c897fa8b92e2f349789539a60,2.451334909
0x182a15931cf7e4d02c667177aa454ec51b6c7a8a,2.189912244
0xdb9123dc5b366d5b6af249ff463d49f66d4d373a,2.084516293
0x6cb286fe6915adbd4f5c08b09841839e66335cfb,1.871558657
0xd9c505b9484283604c1b719c7cb710655ca9970f,1.762753586
0x8b8035db08cd7a0173988d2f6d5708ddb5473279,1.749170113
0x98a5aa2d55339710e4d795f83593fc225f8e2bdd,1.748287882
0x2816affb6b2e646e2d9f2529c5affed6d13e0c0c,1.732017023
0xdf04232a23877e764a7b115a3fd7202379715f29,1.647978859
0xfaed78f3a8bc9532c3f10c8ded0e0f5251c42d39,1.641285940
0x80d4ea495d4a02d84486c50bb197ba3bd3622859,1.541731294
0x6fce63859a859a0f30ed09b12f5010d790618ca4,1.504672730
0x689ca2d9beaca70b89afff84bc0c3bae78979b43,1.503979111
0x30043aabbcebbd887437ec4f0cfe6d4c0eb5cc64,1.501559431
0x6630a2af9f49c14c6bedeac703eb56316bd0e950,1.391629104
0x5a1cae6f827791bf6108049bb0ce72c5dae856f2,1.380396794
0xd2d749354338c06b1d163f2e4235a9f6160e5aca,1.355528616
0xbddff9b7f0930d648161eacc10645453502f3c70,1.313509003
0x5bb6f3431585aba50ca5cf670d2dfd68f8f932f3,1.302667111
0x28431a1446c86434ded04f7f8ba6808649329f4d,1.256900019
0x037ce225946fc6b419e768abc7e5f03356bb887b,1.243406239
0xd1c7e186db14da035e1f0e218123579b3535304e,1.220972264
0x51b3a21c89292e3b1e4be7659be7c435035a972f,1.219201557
0x5fbed17c2f17a3cca5b063c233ca7313eca00630,1.204431220
0x98cd6cf577e18ba8a3ab56ccbda552e7796555cd,1.120817648
0x778549eb292ac98a96a05e122967f22efa003707,1.107497860
0x43a167c2efdc7b137bea81d5a366d42a5d398b6c,1.053360890
0xb20868131fbdd060f7f237f8f99c24880ed573ef,0.944001591
0x13772ffc3fc23f5845f8863b68f3e3231f48893e,0.941869809
0xf7b18e107eb36797f4ce36de756630b9c30969ad,0.900076161
0x7a2103b377f02291ac22565ec0b8a85096e1c717,0.892699595
0x39022d3441af8811efa96b4e02eb8d9e1a16abca,0.891767216
0xbb67405f999f31d6ea181d1481859a9f889b4e57,0.890297936
0x37830843a2eb2e636e2e6ac5503f1dbbcc9e8f51,0.874331147
0x3d56de91f46c9a5e33f98a92cddb22118c770720,0.869714682
0xa325853f58affb9810b1e0144f119741b5ca4b5a,0.865547862
0xa1671a34c5066eef436d0eedfa96f78d6c0d9d4f,0.858840309
0x662b7c11e20547026f2c10403958b81dd64e9a38,0.857016254
0x730fac4c4ff284434ef81072341100bb02c2fa49,0.830433078
0x127be2424ecedcb9248c167ccc57c9c09b55fdf0,0.710757105
0xb3f23740cd908e6d8aab746d7dd41c8765017dc8,0.697577912
0xff3f8d57c190330338724b3696c3cb5839ce2e9c,0.695597237
0x050cea859b5a93ac7bd4db4572fb7d90b7c63cac,0.634849363
0x839d195bf635e222893c6516329235e904f8b3cf,0.614943788
0x1201be09fe51ceedd730285f7c1ca8d4b5f5a519,0.571995888
0x9d2dcc1b6a86fad7e73e784e0c50a1f1ee6b0d83,0.528961296
0x3409b624bf7af290a9cb795103be5ce02e1cfdf1,0.510752174
0xb7794a8a3d4c2945684346f0a3281209478a01e1,0.497282264
0x028b2b9adca1bd1263086b0b221713a684968817,0.458755410
0x2517761dcce63ba3490f4644f26bc3053e90bd3a,0.453582892
0x8d3f5041969b323824e144ade6375cbc5fb7bf57,0.444702340
0xdc308f2d2f00889041e74b9c3d6e6b8ad57d81de,0.443272949
0x299c437702b2ee9ad9dc27f95d294b4559462ef4,0.437550525
0x2cf11d477f776d7fc96454ef399bed1f2d878b56,0.432416077
0x2819c8a2eed2d61499a41ef6f8138e787f3f5500,0.429834980
0x1ae3d567efa78eb59a24e05ec3391c701d5a17eb,0.414414540
0x92fcd9564f273c5d8fac8870e0ea29e0550265c7,0.395958304
0x9e2178376af13dbb3d939fa62a8d33bf74912e3d,0.394756546
0x5af0c6ca4564bd94c7a49564f7c2d67d66ca891d,0.384579373
0x1a11a225a53f59ccbcc6f88a6b83b06c23c42214,0.378945927
0xfc963ef0e1f59d82ae13d98a11a844963564eacd,0.376285181
0x3e893426e65cf198d4df266b77cfa46559c815ee,0.345341441
0x1695a8ba3f3313f9a9ed075df09c9fcc60840ba1,0.333573744
0x48c0e22cade321ee3ba22f9606af3e4ca7090601,0.332753364
0x4a0d5319665a5eb094f841af9ce0a34bd3879412,0.325015939
0x50ef6d20dfe998ee403bf4127ec07d9f832fe10f,0.300443262
