Address,aave-mint,uni-v2-rai-eth,aave,rai-dai-uni-v3,Total
0x5de4ca716bc806c79286ee0bab92a585da214043,0.0,0.0,0.2434970488698745,0.0,0.243497049
0xdbe17ce4f29598d399f4a0e948861506eee90cd2,0.0,0.2320587523344725,0.0,0.0,0.232058752
0xd7540cd8f96903d23a2708931dddfc650d253c47,0.0,0.2312182110394517,0.0,0.0,0.231218211
0xcc9250f57ef36a46efa923e1d6f1c3c2d40bc78f,0.0,0.2279383959070462,0.0,0.0,0.227938396
0x3b326b5527b705ce9dddb276d6342506d043a607,0.0,0.2242226482048238,0.0,0.0,0.224222648
0x10d055564c14350e77dfe6ab5fdc6d9e6362eca4,0.0,0.2222987058743238,0.0,0.0,0.222298706
0xe4b420f15d6d878dcd0df7120ac0fc1509ee9cab,0.0,0.2209789744989101,0.0,0.0,0.220978974
0x53a58592fe992efbe84c714c3ec287b85f467ecd,0.0,0.2205423764797814,0.0,0.0,0.220542376
0xe311f0bc293683a911f502705281b22a46701872,0.0,0.2192818968378473,0.0,0.0,0.219281897
0xb66bed654980648bf375be7d03638d0c9369e548,0.0,0.2159545582819374,0.0,0.0,0.215954558
0x5edb3a936ac2560d5cfcdffd162919c6d9bec70a,0.0,0.2147405813267376,0.0,0.0,0.214740581
0x566a831942c2b025cb89ff6d0bac6fdd1666c35a,0.0,0.2101822223836881,0.0,0.0,0.210182222
0x7f0552c8a225b9f62c4500f3e878386425da1324,0.0,0.2036833403607411,0.0,0.0,0.203683340
0xa3e2330e4fa9bb23d7eaaa3628b2c1906eead200,0.1941762048076273,0.0,0.0,0.0,0.194176205
0xbfa17175696d1c9271b05826919691f38607ffd7,0.0,0.1878780794246761,0.0,0.0,0.187878079
0x8cf0f4f9e131c0fd8996c723fd2920da7debf5b2,0.0,0.1813264871286328,0.0,0.0,0.181326487
0xcbe19f73fedd492a10339c431db4eda6ec6eea32,0.0,0.1788839169702254,0.0,0.0,0.178883917
0x3997b25296c0d3d2706b4e59b298e943a0bb42f1,0.0,0.177782404334142,0.0,0.0,0.177782404
0x57971ad4b95f8a7c6f7e62e56fce0fc2b76460c1,0.0,0.1775537761967408,0.0,0.0,0.177553776
0x63980d84831b4dd30d0e3626f38798755e72a5f2,0.0,0.1775202826528673,0.0,0.0,0.177520283
0x29dccd941d6ea3c265df67102f0154be02ccab06,0.0,0.1774591806996853,0.0,0.0,0.177459181
0xac12b8ed1a3fc4da193fb08f218e6cb95575571a,0.0,0.1764090267790072,0.0,0.0,0.176409027
0x0b8cef085e20061b6b2a081b5e1c045e09fafd88,0.0,0.1756871963240086,0.0,0.0,0.175687196
0x863355ae0975800d21186a274547c4b48a48cfd1,0.0,0.1756839854774287,0.0,0.0,0.175683985
0x34c5f5f6719c545fdaa21a8084acf7a4c87fd08e,0.0,0.1754674481008147,0.0,0.0,0.175467448
0x40fe08e87de3262f5c30ed87325def5f9ce6f64f,0.0,0.1746101792578482,0.0,0.0,0.174610179
0xbd3f90047b14e4f392d6877276d52d0ac59f4cf8,0.1739844122543017,0.0,0.0,0.0,0.173984412
0x8e8f651efd439439eba920766e298959de505b2c,0.0,0.1734562350063423,0.0,0.0,0.173456235
0x8fcb238c1cffbe85ba4d4d6ca7572f545e1f4032,0.0,0.1722968046497499,0.0,0.0,0.172296805
0x2953d4a9c12906e5ab3cad627f8b52e3b7ffc963,0.0,0.1721062485648191,0.0,0.0,0.172106249
0x150a3b0f356d856cd1168e311fe3e58213b9d26e,0.0,0.1719312754619041,0.0,0.0,0.171931275
0x0d87eb3f8c744a1c74c17b54ddfbb4e23407d3da,0.0,0.167326157686391,0.0,0.0,0.167326158
0x1b8d65dcad712e1d0470fa8fd1f00956c2bc43c1,0.0,0.1672383899252432,0.0,0.0,0.167238390
0x8c2ff1abb421c61175ad31dd31b43cdaa218a756,0.0,0.1665732353886804,0.0,0.0,0.166573235
0x357d9266f524f6be5e3d9de9c4d344aa1ea194b8,0.0,0.1655488452019264,0.0,0.0,0.165548845
0xe223cf83bfbcd7eb8a496c4a3d9808b9ba26c235,0.0,0.1654745413067071,0.0,0.0,0.165474541
0x72f5fa348168bb0b796a3b09e861f0301be88d99,0.0,0.1634994896508577,0.0,0.0,0.163499490
0x33a8e6ed62c6b5f9127c04cd237b26ac508fd556,0.0,0.1584003397784711,0.0,0.0,0.158400340
0xbd389246cc4cb531f2877a4c39282c4d541e71b0,0.0,0.1569994277890184,0.0,0.0,0.156999428
0x2ebdcca663bec249867413cc9ff0969185411667,0.0,0.1569679199474982,0.0,0.0,0.156967920
0xbacd5b0725388a08b7df2b8a2cdae35f9d88481d,0.0,0.1564087697341368,0.0,0.0,0.156408770
0x7e76e867018fc1604c611c2733914311a8412ef4,0.0,0.1560665741271259,0.0,0.0,0.156066574
0xf91a1142d9e4910fb5e6ea3b965440a1dcef12fe,0.0,0.1542123293653588,0.0,0.0,0.154212329
0x9a3644f299b425834071c5e96ac3cdf7d7cf3ac8,0.0,0.1539458345841555,0.0,0.0,0.153945835
0x0a9310779b5efe189aea49a17c58ea4d65b82cec,0.0,0.1504907830492389,0.0,0.0,0.150490783
0x69c7a05d343c8ab35a2fee1247d09b8d2f23c0c4,0.0,0.1427072804783361,0.0,0.0,0.142707280
0x9ad2fdc0c515c2fe5358acd8b641f799e64e0c5c,0.0,0.1330689822567645,0.0,0.0,0.133068982
0x493daa253ea125fa2ce561f96cc92884115148f3,0.0,0.1327735182304146,0.0,0.0,0.132773518
0x2a6ba53662f745ef4a91248914a17933261a69f0,0.0,0.1324676080534085,0.0,0.0,0.132467608
0xa7f6695ddca8f0ef07f1aee03d07aef3a3952d3d,0.0,0.1285955192664625,0.0,0.0,0.128595519
0x1fbcfea53473f16b09a1eb2cfdf81537867cf202,0.0,0.1280123666745934,0.0,0.0,0.128012367
0x545c4ae2735c005489da4f8d03d9040c3360ede5,0.0,0.1272652850509251,0.0,0.0,0.127265285
0x9f3de76e54eea4efa0946f5501aa814a4fe009b7,0.0,0.1237868710575579,0.0,0.0,0.123786871
0x54c375c481f95ba43e2cecd6ef30631f55518f57,0.0,0.1210855358649502,0.0,0.0,0.121085536
0xb176c3009649b3efc0cbbfa131a2811ac0f19566,0.0,0.1169009251770553,0.0,0.0,0.116900925
0xd4a3fd0fed8ed7ca0caae7ee2a5fcacb8e4c42b8,0.0,0.1160085486581089,0.0,0.0,0.116008549
0x7e5905514392f45200c5c40782652f54e611a017,0.0,0.1100398165225719,0.0,0.0,0.110039817
0x446c6e0488311188bbd5feebeeada1a06ee082a2,0.0,0.0946589570807436,0.0,0.0,0.094658957
0xd7768689a895202d7c53bdf4ea8be07d943debd3,0.0,0.093320717471167,0.0,0.0,0.093320717
0xcca891f0ce297d5793ea9aef27d90bfa3ae84a98,0.0,0.0913220663235423,0.0,0.0,0.091322066
0x6fae4241a4312fcb953f4ec11c3254849b6bc324,0.0,0.0906055110551448,0.0,0.0,0.090605511
0x8073a475346e14e5e9839d1fe2d27323bc4c9176,0.0,0.0899391869690029,0.0,0.0,0.089939187
0xa7f78d63ac7f5dec4f35dee7246366173c09fde9,0.0,0.0896053038484548,0.0,0.0,0.089605304
0x9e10d3d0fba59b30caefd0f026f764f96f80322e,0.0,0.0892826895575378,0.0,0.0,0.089282690
0xab8e914bd2e292bc72f6e66d8312067713aa06be,0.0,0.0886904457765513,0.0,0.0,0.088690446
0xb1d1efac85935345235a5ef25dca5eae83f8359f,0.0,0.0876507695546529,0.0,0.0,0.087650770
0xc530f34376b399b12094dc465eaca370ec7702fa,0.0,0.0871160362177642,0.0,0.0,0.087116036
0x207e719dc880e777806fe54e84090dd55a4704c2,0.0,0.0871057287670458,0.0,0.0,0.087105729
0x88c6a12f8ebec8d930291778e171d858daef999a,0.0,0.0866062548927791,0.0,0.0,0.086606255
0x9a3bef5598b4298188f9e286ec1a87ea6773fe18,0.0,0.0852465762467811,0.0,0.0,0.085246576
0xd80b99076ba9188d8f50c30424730287c09fa50c,0.0,0.0834646199209188,0.0,0.0,0.083464620
0x6e79372b540b365a54b8ab0ab9417dffe75d7976,0.0,0.0830623376210519,0.0,0.0,0.083062338
0x145a96b9669685c263f196caaba3ddd5339cbdf0,0.0,0.0828566794687601,0.0,0.0,0.082856679
0x655ab4b2c31eaffdde8ab6baf3f247e4245dac11,0.0,0.0827432453191917,0.0,0.0,0.082743245
0x92e28f52d4476f5506fb27cd6699cfb6687eb8e9,0.0,0.0804833632208132,0.0,0.0,0.080483363
0x6a59b37bde2d80878a019e824026e462192b7b66,0.0,0.0783818973907878,0.0,0.0,0.078381897
0xca49ab85d11469d1cdfb75870fd7383822ee968a,0.0,0.0779358472585202,0.0,0.0,0.077935847
0x57669f1fcc2633c66da3088ca82c901a9e7ba1ff,0.0,0.0777968696914475,0.0,0.0,0.077796870
0x6655d0fd10b9a7ea4974dc659d4700eebbd07af5,0.0,0.0773565634773529,0.0,0.0,0.077356563
0x495833d72cb1c78c5f53e0fbafdbe18e012b2482,0.0,0.0773088702801425,0.0,0.0,0.077308870
0x3b0c03e544289a63ac00f3c7aa92493b6f33ee0f,0.0,0.0772898271573993,0.0,0.0,0.077289827
0x2bd581ed4f840a5493552551bc7db6d074c0a594,0.0,0.0768183983505934,0.0,0.0,0.076818398
0xda36cc4136a24035d2fa1e35873cfb6b4ebf4321,0.0,0.0767084019005824,0.0,0.0,0.076708402
0xae014f018e6769e14a230abcbf44a095bc58a621,0.0,0.0749973653974959,0.0,0.0,0.074997365
0x12288c52d4177d355ef9117fbe1e7b4197c181fd,0.0,0.0746008199330498,0.0,0.0,0.074600820
0x586891dd8b40c869b923192be01f971b50d6f791,0.0,0.0732554315896765,0.0,0.0,0.073255432
0x5ced44c2e487547f7cff38f11f3063a39ac1689d,0.0,0.0732554315896765,0.0,0.0,0.073255432
0xd1f0ebb5a50c98f47a1c738b20092a22463c67c2,0.0,0.0732554315896765,0.0,0.0,0.073255432
0x1a8a14475dc45c442b2a35c12440b8acc9e6984a,0.0,0.0719966827322825,0.0,0.0,0.071996683
0x357e6a98da9c3bde7e17f5bcbbbd3e2107d117ba,0.0,0.069372523428956,0.0,0.0,0.069372523
0x0dd19e1fda92fd00741ec9d8d65e0c95039427fc,0.0,0.069351815081257,0.0,0.0,0.069351815
0xfe0661e552401bcefcf93e42e33a03742023f093,0.0,0.069351815081257,0.0,0.0,0.069351815
0xbb32f8c0eed5d3306232ac918256cf013008496f,0.0,0.069351815081257,0.0,0.0,0.069351815
0xdb3b8d660533cba0ab269dee59c55e9cc6838b9a,0.0,0.069351815081257,0.0,0.0,0.069351815
0xde869962d5e639cff122cd09ba07d5bf6326c6c2,0.0,0.0693507353862058,0.0,0.0,0.069350735
0x9a9e0f9a29cdeabfb4517dd0fcae0d2ccbd10ae3,0.0,0.0693507353862058,0.0,0.0,0.069350735
0x36fc1911f9c5d29f300ae5266a9c98dc46414e9e,0.0,0.0693507353862058,0.0,0.0,0.069350735
0x54c2cf5991676f842ce95c785f3dea2b5a9f9e04,0.0,0.0693496278203837,0.0,0.0,0.069349628
0x5c438214f08ce1b233f06f3a163b7c15964db2ef,0.0,0.0666593871804289,0.0,0.0,0.066659387
0x3ffffd8de09688a81dc3cb353a06a80e01a8c7f8,0.0,0.0661812570824146,0.0,0.0,0.066181257
0xbdc0651ab5292f56ac30e10f1a15d50dffd19f37,0.0,0.0658947689307287,0.0,0.0,0.065894769
0x4684199eddcb1ac967015cadb2221fa00aefc657,0.0,0.0656881815582293,0.0,0.0,0.065688182
0xbe54b7a33a844040918dd0ebccdce646a53826f0,0.0,0.0655718878518788,0.0,0.0,0.065571888
0x79149508b92b7c61779d6f62c7087a644b43d2c3,0.0,0.0623216076249976,0.0,0.0,0.062321608
0x79fa7fcf92ab884b5730175fd24779c9bbce1084,0.0,0.0622453627918567,0.0,0.0,0.062245363
0x6f2bfd62c6bca0e946d9b83eee77ce3d685cc347,0.0,0.0618727239917531,0.0,0.0,0.061872724
0xb65e90090e2d22ed83dfa43925c4b95100c16ed4,0.0,0.0616923637847329,0.0,0.0,0.061692364
0x128d4836c3d486e97911d601aef1419055cc4f4e,0.0,0.0615671892018129,0.0,0.0,0.061567189
0xb30d6cb5208429348aa3e394cd1bbbea1f1b460c,0.0,0.0612170385872353,0.0,0.0,0.061217039
0xe06df8ad4c63cc27454af2ce3a722621f680ce77,0.0,0.0588031327985015,0.0,0.0,0.058803133
0x0812f2916bf3d4ff118bed56a04a19ed9ee8e94c,0.0,0.0571747018278453,0.0,0.0,0.057174702
