Address,prai,flat-reward,lp-reward-3,lp-reward-2,cream-borrower-2,cream-borrower-1,minting-reward-1,lp-reward-4,lp-reward-1,Total
0x25431341a5800759268a6ac1d3cd91c029d7d9ca,0.0,1.0,100.334783117,40.443409264,0.0,0.0,31.257577775,337.94459444343613,51.093295678,562.073660277
0x635b230c3fdf6a466bb6dc3b9b51a8ceb0659b67,0.0,1.0,73.677175747,7.684751677,0.0,0.0,5.819116172,450.2934210666545,0.0,538.474464663
0x1f032a27b369299c73b331c9fc1e80978db45b15,0.0,1.0,61.460530745,73.732312717,0.0,0.0,60.223710763,1.2713587812184228,256.219714909,453.907627915
0x1d266e410a842f5581f2ca80ad3cb6322fe0d296,0.0,1.0,26.920506782,12.314894839,0.0,0.0,9.918691912,388.84292353517526,0.0,438.997017068
0xf7e3c42ad619f6c267194e6892f6243fe908eb75,0.0,1.0,182.205010303,72.738245481,0.0,0.0,57.546088044,66.54673422943144,36.896574286,416.932652343
0xce9450f366bb61874f90484d05f30cc44c1d72dd,0.0,1.0,74.193592127,12.542805925,0.0,0.0,9.705392153,307.40039251606345,0.0,404.842182721
0xf0b145a02139f91f998d093f2a12b9ecf2ef5405,0.0,1.0,83.313828915,25.02120104,0.0,0.0,7.382317325,256.48961024038726,22.735301995,395.942259515
0x194f737b2b8a63f9fc0def75e0bc7f835f21af6d,0.0,1.0,0.0,0.0,0.0,0.0,0.0,378.9743379418828,0.0,379.974337942
0x1d2c4cd9bee9dfe088430b95d274e765151c32db,0.0,1.0,118.322488959,47.096487824,0.0,0.0,68.025522713,126.21969560886645,17.178516093,377.842711198
0x7e6601a0cb2b5ae129c09661846a053ea07223fb,0.0,1.0,0.0,0.0,0.0,0.0,0.0,368.5774697995672,0.0,369.577469800
0xa6fddb5c1bbee3c7189ed8996122b9ffba5a86ec,0.0,1.0,117.315860241,52.265693186,0.0,0.0,41.120155116,119.5574492566078,19.788815301,351.047973101
0x22fa8cc33a42320385cbd3690ed60a021891cb32,0.0,1.0,26.539050838,43.494598628,0.0,0.0,34.906710088,165.8586476752543,0.0,271.799007229
0x56ceac298f8a2d089153331c6686fc5702e5569b,0.0,0.0,161.326420559,56.660354498,0.0,0.0,37.47900465,0.0,15.810569662,271.276349369
0x7c8d1c186506df224a4e781b9f4ac6b9f5a40dea,0.0,1.0,30.58648198,0.0,0.0,0.0,14.766864677,187.7944312181508,0.0,234.147777875
0x0154d25120ed20a516fe43991702e7463c5a6f6e,30.0,1.0,23.268442767,3.98026237,0.0,0.0,3.125692319,132.90985097140964,8.529490967,202.813739394
0xd4ad5d62dce1a8bf661777a5c1df79bd12ac8f1d,0.0,1.0,0.0,0.0,0.0,0.0,0.0,198.94722755617988,0.0,199.947227556
0xccd72bea12f3927063be3d8798a4b74082713cb5,30.0,1.0,16.871865608,20.205499987,0.0,0.0,15.402111669,41.757215084679714,72.556943667,197.793636016
0x46499275b5c4d67dfa46b92d89aada3158ea392e,0.0,1.0,0.0,0.0,0.0,0.0,0.0,190.3439104426684,0.0,191.343910443
0x038940914c3d3c945a554318c96173dfb0ecf3bd,0.0,1.0,19.094416356,2.233867503,0.0,0.0,2.659794738,164.15346705610483,0.0,189.141545653
0x69ecc396747d292b26ddf6e00b733ee69c2eb778,0.0,1.0,4.491494116,8.042013892,0.0,0.0,11.074296947,156.2718555665401,7.042582606,187.922243128
0x57ca561798413a20508b6bc997481e784f3e6e5f,0.0,1.0,28.777415237,6.477145227,0.0,0.0,41.263029842,106.40890797701536,0.0,183.926498283
0x4c5510d9e13089cbd198e44ac0877fb3bd30a8ac,0.0,1.0,125.443018795,37.983808745,0.0,0.0,0.062321746,0.0,0.0,164.489149286
0x74c3b2d22ed5990b9ab1f77bd3054d4fd4afcf96,0.0,1.0,17.529022517,6.901441118,0.0,7.0527609659159225,5.467360634,110.13883148803252,16.190649437,164.280066160
0x0b1fdb90501286ebe6087b6660c3a48db9898fad,0.0,1.0,17.875370345,2.498697292,0.0,0.0,1.83210041,141.0583643609249,0.0,164.264532408
0x1512c7c4a4266dc9a56b1f21c8cb19e13410e684,0.0,0.0,4.972701288,19.448808631,0.0,0.0,19.5255525,0.0,103.249956179,147.197018598
0x6b7ac46d09d2adf4cebe2995ebf9d97e13e9e257,0.0,1.0,13.35675041,56.317673897,0.0,0.0,45.980001245,0.0,22.048568509,138.702994061
0x55e1490a1878d0b61811726e2cb96560022e764c,0.0,1.0,9.420397778,2.351407152,0.0,0.0,1.845691533,113.47636896545885,5.84559203,133.939457458
0x13f2ca08112fd5b5df3c78c5e583d95d69900235,30.0,1.0,30.608077558,6.711027188,0.0,0.0,5.177793867,43.53438514274836,14.164696159,131.195979915
0xa42e82c8cb31068b240772ec69685ffc59b7fd11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,127.8330964808485,0.0,128.833096481
0xf9172446f3b6f0d027ef8f0a7fafa117ff5439c2,0.0,1.0,20.841617661,9.077281598,0.0,0.0,7.38258634,73.34172333628702,11.709037524,123.352246459
0x4e65175f05b4140a0747c29cce997cd4bb7190d4,0.0,1.0,20.091231486,7.881231063,0.0,0.0,5.973470749,76.9462009231397,11.422829575,123.314963796
0x1c051112075feaee33bcdbe0984c2bb0db53cf47,0.0,1.0,17.412905134,6.76026872,0.0,0.0,5.517734865,90.11214701939008,0.0,120.803055738
0x979211193cddb32b5f50928b83b6a6a4c40037bc,0.0,1.0,20.01744708,9.728914981,0.0,0.0,7.940262077,66.7646711100254,14.710710077,120.162005325
0x3b29c6e356f9445b693abb5df42fbc932062e0fb,0.0,0.0,8.479544976,18.50193254,0.0,0.0,0.0,0.0,91.227841549,118.209319065
0x42869a8455671c419bdcd1905f4966e6d305f216,0.0,1.0,14.930556632,6.502799791,0.0,0.0,30.842676651,54.94096214196492,9.905190269,118.122185485
0x88b7a44cecd526cd2d424b0a4cc2bbb26341dd8f,0.0,1.0,13.307178412,0.0,0.0,0.0,0.0,103.07233235735512,0.0,117.379510769
0x66f10a69b84c795bcf53861a6df831d8bedfb730,0.0,1.0,44.846871997,23.679594682,0.0,0.0,18.957989574,0.0,28.559366143,117.043822396
0x0d82ccaacdaf8da2cca723f7203be3ac57b6c3e7,0.0,1.0,19.300225113,0.0,0.0,0.0,0.0,91.09057272244829,0.0,111.390797835
0xba55bdbf959df826da6c35487eb15fad2164662d,0.0,1.0,0.0,0.0,0.0,0.0,0.0,108.15582258769308,0.0,109.155822588
0xe2e4f2a725e42d0f0ef6291f46c430f963482001,0.0,1.0,18.829445965,6.820531362,0.0,0.0,6.514487419,70.81496871117004,4.419654981,108.399088438
0x34d8619e909aa917cd176b733a5bfbafcdc0483e,0.0,1.0,20.125560986,0.0,0.0,0.0,0.0,82.45651337286586,0.0,103.582074359
0x52def6c112bffc66fc8c8258539d4d8c30c5000c,0.0,1.0,20.414462426,9.175299294,0.0,0.0,7.446223554,43.30209830910837,16.189946095,97.528029678
0x468e334c8a768d3577bb4ed513e238271a754c1f,0.0,1.0,20.357976423,0.0,0.0,0.0,0.0,73.43461437293256,0.0,94.792590796
0xebf919b0dafb9ea4bf324108a142c64a69052d8f,0.0,1.0,6.148068219,1.018929682,0.0,0.0,0.815139884,85.00730977999434,0.0,93.989447565
0xadeeb9d09b8bcee10943198fb6f6a4229bab3675,30.0,1.0,8.376154444,3.332190398,0.0,0.0,9.618860974,30.17299743134729,11.40964769,93.909850937
0xa8d092b8b1a07ef7b8b409ced7cfb13c0e46e439,0.0,1.0,10.024906365,3.608460777,0.0,0.0,2.866081195,63.14420331059495,10.820760215,91.464411863
0x13f2aeb5066feceee535ed7f62863a7ef741ec1c,0.0,1.0,33.736904832,4.41284324,0.0,0.0,3.679705016,46.48789558260272,0.0,89.317348671
0xae653682dee958914a82c9628de794dcbbee3d04,0.0,1.0,13.901366782,6.643632167,0.0,0.0,5.537390634,43.507219054172126,18.312293681,88.901902318
0x7f977c4cff92c055173b865bcbd8158161ab95a9,0.0,1.0,0.0,0.0,25.902161062867467,41.58906559318587,0.0,18.62759316074798,0.0,87.118819817
0x22acb809d08ae7c79f0b84513efce0577acfe514,0.0,1.0,21.545224525,5.832760884,0.0,0.0,4.517604118,49.2514439369069,0.0,82.147033464
0x6ef3f0ff397c3de367c6ca2cc3e6b6955e7993a5,0.0,1.0,10.637194729,4.172783259,0.0,0.0,3.508336869,54.430735241534414,4.546048742,78.295098841
0x57fcf904efc785e098676922d406e64a4e0e7ea2,0.0,1.0,12.441549265,3.840184297,0.0,0.0,3.086577954,57.48682974345543,0.0,77.855141259
0xe7a6d81a4b543c1bf2bd10ceb74a72689dc2e4b1,0.0,1.0,13.584354621,0.0,0.0,0.0,0.002917498,62.65378628803669,0.0,77.241058407
0x1fe9fd1156688699f4ca017e72ee0d9873f9d758,0.0,1.0,12.844167084,4.771820586,0.0,0.0,4.429784008,44.08255598571648,7.710099677,74.838427341
0x52b6d3fd6ec83b658b94efc250833a8e2a092146,0.0,1.0,21.806388403,3.460946481,0.0,0.0,1.384886871,46.395087067406735,0.0,74.047308822
0x1f84ca2c0a406b32e083e4e41032fd148364df48,0.0,1.0,5.268932909,2.294811685,0.0,0.0,1.845797466,52.98012880279348,8.87264684,72.262317703
0x9542d56b89830c60082de0c976f2e72a633e24fd,0.0,1.0,16.083303723,0.197416576,0.0,0.0,0.143095274,54.344255652302,0.0,71.768071225
0x4a1249e419d09f64130cbb426f37facab261b9e2,0.0,1.0,10.263444589,4.259350088,0.0,0.0,7.444347132,43.27335627629056,3.620950717,69.861448802
0xbf6093d4eb96d4cc101baf9fc7f6bead20e637b4,0.0,1.0,29.573759643,0.0,0.0,0.0,0.0,38.58235372773643,0.0,69.156113371
0xa4b8339d2162125b33a667b0d40ac5dec27e924b,0.0,1.0,15.075261518,7.016681252,0.0,0.0,3.469785384,34.2624437827515,8.053273385,68.877445322
0x466fd9ee1122869fb49e29bdf1c1f5bc43d0af28,0.0,1.0,18.727017644,7.793911027,0.0,0.0,6.302750583,34.13285708838318,0.0,67.956536342
0xc230ce5643a10702111572c938919c9f448c46d8,0.0,1.0,13.780493356,2.42374076,0.0,0.0,1.948836982,48.03421336586071,0.289841488,67.477125952
0x30391a4f9d2f099d41888f811784281cba4097f0,0.0,1.0,0.0,4.126757556,0.0,0.0,3.39227223,53.06256308350903,5.57695205,67.158544920
0x0f87dd03a74e6a48d56661d96f44880c79b9d795,0.0,1.0,14.167286954,3.3617826,0.0,0.0,2.803849597,40.40017081605287,3.973931293,65.707021260
0x3bbec29ab82db1f0be3f67261cc902c4e35ab70d,0.0,0.0,29.136409761,12.689964881,0.1968331501084649,0.0,0.0,0.0,22.3711712,64.394378992
0x75afaece8cf2a7974b1e541648923afd9339b3f8,0.0,1.0,16.172939928,4.724128405,0.0,0.0,0.0,41.831545510623314,0.0,63.728613844
0x8da6546264714cc6b491374dd25b3ed6af8b4f91,0.0,1.0,0.0,0.586128088,0.0,0.0,2.138971726,42.03248339977012,17.732754049,63.490337263
0xecb6a3e0e99700b32bb03ba14727d99fe8e538cf,0.0,1.0,6.630308789,0.0,0.0,0.0,1.057596089,54.66790229373445,0.0,63.355807172
0xcbd6ed4fd56d83bac9640201c4dcde1efa1ad60f,0.0,1.0,18.911208346,7.129678138,0.0,0.0,5.681391359,23.05934116209951,7.412612514,63.194231519
0xe51231daa306acf16eac34a864564ca36b262a1f,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.6695072011593,0.0,61.669507201
0x5389477e84b4b7e693940a135bf0c1928d232840,0.0,1.0,6.933209993,4.167811914,0.0,0.0,6.800579814,41.633862415280745,0.0,60.535464136
0x6f9bb7e454f5b3eb2310343f0e99269dc2bb8a1d,0.0,1.0,14.233965219,5.92520164,0.0,0.0,0.644172373,31.141211024391367,7.491026952,60.435577208
0x30887fc55cbfad3487cb55bfe1779f6d2ba1c118,0.0,1.0,6.449518008,0.270661968,13.195056466483646,12.978224213798388,0.205639345,26.136409119068684,0.0,60.235509120
0x297946c26171008ba8c0e5642814b5fe6b842ab7,30.0,1.0,1.948851447,3.940387211,0.0,0.0,3.236312579,12.036029031032369,6.406218799,58.567799067
0x7cf4bf49675ec763af02b2d9d85c90ce2852dc37,0.0,1.0,10.031907165,4.48471487,0.0,0.0,3.663085251,38.79246289120471,0.0,57.972170177
0x2b19fde5d7377b48be50a5d0a78398a496e8b15c,30.0,1.0,3.236755509,1.409724605,0.0,0.0,3.675179081,11.90993210521926,5.440701638,56.672292938
0xd30391e21741c54c32987bcfca3d880e6d261cb0,0.0,1.0,13.323545675,1.141134362,0.0,0.0,0.537880702,37.053855707591005,1.610284589,54.666701036
0xfa8f11e4ad7bc8c7f210bc646d9a23bad4603f49,0.0,1.0,10.490513303,2.314849762,0.0,0.0,1.845615821,36.72577980102988,1.83137037,54.208129057
0xa870826a578948dad7e9f4a0cb12fb9b6b4b7696,0.0,1.0,4.551769778,0.581237274,0.0,0.0,0.0,48.053816948603945,0.0,54.186824001
0xe05fd1304c1cfe19dcc6aab0767848cc4a8f54aa,0.0,1.0,0.0,0.0,0.0,0.0,52.484604657,0.0,0.0,53.484604657
0x634211a06e8a63b930f284d1c8456651772e70b7,0.0,1.0,5.702520531,2.483654845,0.0,0.0,1.993285141,38.66095993181898,2.148196504,51.988616953
0xf929122994e177079c924631ba13fb280f5cd1f9,0.0,1.0,21.597474158,0.0,0.0,0.0,29.369393231,0.0,0.0,51.966867389
0xade4c5a66ee54f53885ec1d085b169829c7413d9,0.0,1.0,6.469426528,0.0,0.0,0.0,0.0,44.06899419423606,0.0,51.538420722
0x391891af67e29d97e61e30c3036a0874f5da411e,0.0,1.0,12.464641889,0.783930979,0.0,0.0,0.615488697,36.317208805893245,0.0,51.181270371
0x2401050448b48346042b3cd5bb95cfb9c9e2e9ad,30.0,0.0,5.010704293,12.12496193,0.0,0.0,4.000236061,0.0,0.0,51.135902284
0x3b4ec6fdbc51d52e96908960d790b34ff89ffff5,0.0,1.0,0.0,0.0,0.2140299472966384,0.2802215152409957,0.0,49.05026469990841,0.0,50.544516162
0x58174e1782dc3b86965c440edd7a97f2b4a11ee3,0.0,1.0,21.21349774,14.71256103,0.0,0.0,11.757229075,0.0,0.0,48.683287845
0x017bf03bbf90dd7ac29a7abe3437f5ee9ca1e356,0.0,1.0,0.220007691,0.0,0.0,0.0,0.0,47.33631375853451,0.0,48.556321450
0x07bdf59c0a121456f7cf6bc69ec225e602271a01,0.0,1.0,9.326506787,3.841398197,0.0,0.0,3.166445221,30.165033556568,0.0,47.499383762
0x545fd1d8546a692a05794311b34d721d87cf4cb4,30.0,1.0,0.0,0.287654036,0.0,0.0,3.659826384,9.82459654996186,2.693864571,47.465941541
0xafa32b3cdf8bed419a92724153feb55173e11968,0.0,1.0,28.522418035,0.0,0.0,0.0,0.276362881,17.511871068278502,0.0,47.310651984
0xacfccad59a895856e18137272a6aaf758f7075f9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.1084189529794,0.0,46.108418953
0x00290ffc9e9d19bda7b25c6e44d8adf55dfbf2dd,30.0,1.0,2.124705953,0.925386626,0.0,0.0,0.738317623,7.345185424254044,3.52635288,45.659948506
0x8aecc5526f92a46718f8e68516d22038d8670e0d,0.0,1.0,8.398086439,2.457623823,0.0,0.0,1.963269834,30.90299715437349,0.0,44.721977250
0xbbbc35dfac3a00a03a8fde3540eca4f0e15c5e64,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.65650442623021,0.0,44.656504426
0x537037c5ae805b9d4cecab5ee07f12a8e59a15b2,0.0,1.0,1.009558767,2.360608081,0.0,0.0,4.275827149,31.360480500275457,4.601644717,44.608119214
0xe57e2c5d7b0a4f6e3419e586dbc89195943d6c78,0.0,1.0,0.0,0.0,0.0,0.0,0.0,43.37711175791396,0.0,44.377111758
0x3caba50e426de2003f937ac961bd6834b206fb1c,0.0,1.0,5.225918623,0.0,0.0,0.0,0.160152318,37.08366008031708,0.0,43.469731021
0xb941f9b7566e7108332a9ec187d222a1cc05e422,30.0,0.0,0.0,1.154645624,0.0,0.0,0.918189255,0.0,11.027277682,43.100112561
0x285ce8250bda19425cafe86297ed5a08bac5d8e3,0.0,1.0,4.906882161,0.0,0.0,0.0,0.0,36.70843523258773,0.0,42.615317394
0x42ee06b7b2075834a7d7eb22ffaca3bd55e677e7,0.0,1.0,0.0,0.0,0.0,0.0,41.609853883,0.0,0.0,42.609853883
0xde6c0faaeab798ce707de7330d3390b6803efc5a,0.0,1.0,3.785053957,0.408742414,0.0,0.0,0.162416047,36.54262611740256,0.488469922,42.387308457
0x581a4484fb319b05347a85587d8764c29c802f84,0.0,0.0,15.800257735,15.16030837,0.0,0.0,11.340781857,0.0,0.0,42.301347962
0x97ef88d9d0fe86fa74a07c601065f11e50f170c5,0.0,1.0,9.070625058,4.945119161,0.0,0.0,13.418318048,0.0,13.036594369,41.470656636
0x024bcbcaad82e67f721799e259ca60bc7d363419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.39592072317056,0.0,41.395920723
0xa21392dd4b12cb543fb6d1e4e8759b3ac6e55169,0.0,1.0,7.506476716,2.456070992,0.0,0.0,1.905017852,22.400634747972312,4.739700689,40.007900997
0x80b5da500b832ae5fca7514079375cc70ddbd20e,0.0,1.0,7.612821982,1.044465188,0.0,0.0,0.732128922,29.2178996032532,0.0,39.607315695
0x5de4ca716bc806c79286ee0bab92a585da214043,0.0,1.0,6.50126699,0.390655748,0.0,0.0,10.197672506,20.233236466619445,0.597160367,38.919992078
0xd35d8f5df82f61f2cb84b5871350d2a97b275391,0.0,1.0,0.320844591,0.0,0.0,0.0,0.0,37.12693795487466,0.0,38.447782546
0xf6853c77a2452576eae5af424975a101ffc47308,0.0,1.0,3.576299716,1.387114306,0.0,0.0,3.246341236,28.81987709044456,0.0,38.029632348
0x1ccd8ff59612d4108d9bbe5f16add545efc6fdbe,30.0,0.0,3.198078483,0.930166627,0.0,0.0,0.0,0.0,3.537182286,37.665427396
0xdf290293c4a4d6ebe38fd7085d7721041f927e0a,30.0,1.0,0.783943716,0.341435966,0.0,0.0,0.433764836,2.8847298236204457,2.214365574,37.658239916
0xe864166688e95618920e32619753e23175f189ce,0.0,1.0,5.429186217,2.954243612,0.0,0.0,2.321883948,18.4585954038791,7.446715801,37.610624982
0x2b7b260db29b86ad62aee61aa1dbb0f6addd8bfb,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.13607952846464,0.0,37.136079528
0xe3c9e09e49f75d7ec947484abf74579ea5aa0e18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.06565471541672,0.0,37.065654715
0x5fba10cefca0056af9b08421e2b8f6679667d987,0.0,1.0,8.16308787,1.810632128,0.0,0.0,1.438588844,22.798304919506464,1.796958041,37.007571803
0xa53a13a80d72a855481de5211e7654fabdfe3526,30.0,1.0,1.764596584,0.0,0.0,0.0,0.210029007,3.3571045430909465,0.0,36.331730134
0x4f50d47d20380172746527bbeaa274940c38efac,30.0,1.0,0.101871648,0.0,0.0,0.0,0.386113904,4.717535971607976,0.0,36.205521524
0xd4e6fd78c21085d01dbd596d287360d746acf4d8,30.0,1.0,0.463713615,0.093169404,0.0,0.0,0.073832201,3.864061550606271,0.351100245,35.845877016
0x8a641bd7e8a173d96a4edeb0a52bf45b83c66d6a,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.27216790020997,0.0,35.272167900
0x4a8b9aa0aafb23261ca70dbd4a4a7bfb3ae02410,0.0,0.0,31.612488964,3.365158489,0.0,0.0,0.0,0.0,0.0,34.977647453
0xde8589960da34eefb00ca879d8cc12b11f52cb12,0.0,1.0,7.892093738,0.0,0.0,0.0,0.0,25.64049411513578,0.0,34.532587853
0xd799f16d365bd525e0cb0ed625c499b220b70ca8,30.0,0.0,0.0,0.0,0.0,0.0,4.520592121,0.0,0.0,34.520592121
0x654008bf3694645dfe5de36c77d20f054fdd9f58,30.0,1.0,0.888604786,0.387019664,0.0,0.0,0.355295159,0.3281616728442632,1.047618107,34.006699389
0xbaaeb7aae88c94d682dd779318c4fe0fc450eb3f,30.0,1.0,0.226922301,0.057729068,0.0,0.0,0.048090921,2.3679696900654683,0.0,33.700711980
0x7b9997220d33d143bdc131acad832c7ee00b0feb,0.0,1.0,20.982287638,0.534711678,0.0,0.0,0.40850721,8.793743451505797,1.787421396,33.506671374
0x8f942eced007bd3976927b7958b50df126feecb5,30.0,1.0,0.507820673,0.07276905,0.0,0.0,0.059063741,1.6893645440240834,0.093217754,33.422235762
0xc4cd8ffbc36f46d799486727f2fee67c59c9f7f7,0.0,1.0,9.653302145,0.0,0.0,0.0,0.0,22.698700538257487,0.0,33.352002683
0xf5e03b16b9f63b80b7616e399318c3b46325cc6c,30.0,1.0,0.337736669,0.147096588,0.0,0.0,0.168074524,1.159084525911254,0.368860573,33.180852880
0x7bfee91193d9df2ac0bfe90191d40f23c773c060,30.0,1.0,0.355328893,0.0,0.0,0.0,0.0,1.6476703228960372,0.0,33.002999216
0x000f4432a40560bbff1b581a8b7aded8dab80026,30.0,1.0,0.195811053,0.009298472,0.1279806665633802,0.1776240061348726,0.0,1.1719233484274634,0.0,32.682637546
0xf627e5f4bad95a956468d8bb6ee20b119f992e96,0.0,1.0,2.750334226,1.462628217,7.05720327428365,10.828715192192863,1.30533328,7.96768431584727,0.174560231,32.546458736
0xb86417afd4a97a64b34a50dd76aa1de251e1c6b8,0.0,1.0,6.216351609,0.281714157,0.0,0.0,0.221495025,23.67469080392809,1.051286631,32.445538226
0x8f9be4310f9abb0e5843cc6363908c9b01dfeb3f,30.0,1.0,0.355987411,0.155045449,0.0,0.0,0.0,0.605431997681201,0.178209126,32.294673984
0x23e6f61f5472c8afa34bc4fadcfaa7181efadf76,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.23753016113022,0.0,32.237530161
0xeed7e1c7c9c68611584e8f6230178ce0a48eef7f,30.0,1.0,0.280656795,0.0,0.0,0.0,0.0,0.95468240477842,0.0,32.235339200
0x69daa47f4773121d58e28d73d4afaa6a2ad7b9cd,0.0,1.0,1.469887206,0.017759745,0.0,0.0,0.012846003,29.543466757157454,0.0,32.043959711
0x7db5d398d3e9b1d0b1d119e53af3e03164637ed5,30.0,1.0,0.236855097,0.103158999,0.0,0.0,0.0,0.5497467748251206,0.116148268,32.005909139
0x828355119398b77d364f41ef6533dad936d5b5c1,30.0,1.0,0.475690614,0.242662021,0.0,0.0,0.198680868,0.0,0.0,31.917033503
0xf63266a34d848f35b4513aee8847d8f3dd03a905,30.0,1.0,0.226018485,0.0,0.0,0.0,0.054969708,0.5429740143305172,0.0,31.823962207
0x00000000b9d747ef42d224e572a5b7e6488929c8,30.0,1.0,0.066295254,0.043384118,0.0,0.0,0.086268606,0.6157282223999018,0.0,31.811676200
0x64fe77c8e9ae86595e3080cabfe959601feda7fa,30.0,1.0,0.101021474,0.253451138,0.0,0.0,0.20301726,0.0,0.246005905,31.803495777
0x004537fcd9095489ebe38180a382341b962b501d,30.0,1.0,0.119153097,0.051895502,0.0,0.0,0.059059385,0.5094970648071939,0.048489938,31.788094987
0xa00c99f5f955552742f1089ded88abdc74e67bac,30.0,1.0,0.085581358,0.03727379,0.0,0.0,0.059064542,0.4984890659820144,0.075863458,31.756272214
0x3b8fb194244f23713fbd2b747118da741e3fdf8c,30.0,1.0,0.001509095,0.0,0.0,0.0,0.0,0.5878928020470603,0.0,31.589401897
0x432dcbda06e8b296ca29705572d7cb6315ed8bed,30.0,1.0,0.015064738,0.0,0.0,0.0,0.0,0.3769880776517462,0.0,31.392052816
0x36d960741d2ea0bfccfa23838828af528e38cd9a,30.0,1.0,0.050144641,0.073841281,0.0,0.0,0.064907794,0.0,0.078983123,31.267876839
0xe582794320fa7424a1f9db360a46446244065cb5,30.0,1.0,0.0,0.0,0.0,0.0,0.056639759,0.0,0.0,31.056639759
0x974f68c1a39f11aa7b74b92d7b8f05d8902ea70f,0.0,1.0,6.025191817,1.283727863,0.0,0.0,1.797246679,19.835131290887908,1.107650953,31.048948603
0x7957d651d862c08d257b85aa54a51006712fac0a,30.0,0.0,0.0,0.82038783,0.0,0.0,0.0,0.0,0.0,30.820387830
0xf7b10d603907658f690da534e9b7dbc4dab3e2d6,30.0,0.0,0.300882516,0.131045266,0.0,0.0,0.0,0.0,0.184844645,30.616772427
0x5398850a9399da87624874704feaa8a9c6c4089b,0.0,1.0,7.090316525,5.751253176,0.0,0.0,0.66758368,0.0,16.017578448,30.526731829
0x916d82e095ff6ba820d1daef029420c4007b0c08,0.0,1.0,9.67447891,3.725268692,0.0,0.0,2.982441879,13.050170876150862,0.0,30.432360357
0x8cd9f9c08c6a3f891bc570f1d6a3dc91c1f62bb0,0.0,1.0,3.525919254,0.0,0.0,3.867273640281848,0.403908152,21.604650708600303,0.0,30.401751755
0xc79c88386c95130bf7c20a184cb8281ed639fab4,30.0,0.0,0.118411738,0.051572613,0.0,0.0,0.0,0.0,0.058300295,30.228284646
0x5c780a9b51d8358b230c4c92342cb57b1bcf1900,30.0,0.0,0.189916137,0.0,0.0,0.0,0.0,0.0,0.0,30.189916137
0xf9107317b0ff77ed5b7adea15e50514a3564002b,30.0,0.0,0.024766091,0.010786532,0.0,0.0,0.0,0.0,0.051756905,30.087309528
0x7e3a64e015dd08130a17afc9aea8b85e7aeff178,30.0,0.0,0.0,0.029459319,0.0,0.0,0.0,0.0,0.04828031,30.077739629
0xdfad0c01a28d9d95486bb3f0821e4f5644704fa7,30.0,0.0,0.017848548,0.007773691,0.0,0.0,0.0,0.0,0.013642416,30.039264655
