Address,uni-v2-rai-eth,curve,rai-dai-uni-v3,Total
0x2819c8a2eed2d61499a41ef6f8138e787f3f5500,0.6723843580149199,0.0,0.0,0.672384358
0x1ae3d567efa78eb59a24e05ec3391c701d5a17eb,0.6482623969637349,0.0,0.0,0.648262397
0x92fcd9564f273c5d8fac8870e0ea29e0550265c7,0.6193915854271591,0.0,0.0,0.619391585
0x9e2178376af13dbb3d939fa62a8d33bf74912e3d,0.6175116945241097,0.0,0.0,0.617511695
0x5af0c6ca4564bd94c7a49564f7c2d67d66ca891d,0.6015916961846254,0.0,0.0,0.601591696
0x1a11a225a53f59ccbcc6f88a6b83b06c23c42214,0.5927793810547968,0.0,0.0,0.592779381
0x48c0e22cade321ee3ba22f9606af3e4ca7090601,0.5205210543459418,0.0,0.0,0.520521054
0x50ef6d20dfe998ee403bf4127ec07d9f832fe10f,0.4699788508354102,0.0,0.0,0.469978851
0xf08b78ba2bdd1d1ee27642f15844139c4bd3b697,0.4479776053608755,0.0,0.0,0.447977605
0x7fb289978970f10853c850ca547e599a27eafcf1,0.4303928961009487,0.0,0.0,0.430392896
0xa7f569e019328c4c2774acefcb8b4862146cedca,0.4167312743446578,0.0,0.0,0.416731274
0x78b676664dd3b29f247070f7317321861703d461,0.4112117521719609,0.0,0.0,0.411211752
0xb1c10941bcc0627e9434416304d6da8b3f7255f0,0.3884197118013299,0.0,0.0,0.388419712
0x7b352628fe891148c33dc501010608f43fa259a3,0.3823351535602361,0.0,0.0,0.382335154
0xa9346de97ea8f5b2ce89aba9834424d2f799b493,0.3817016604367687,0.0,0.0,0.381701660
0xdbe17ce4f29598d399f4a0e948861506eee90cd2,0.3630059961824051,0.0,0.0,0.363005996
0xcc9250f57ef36a46efa923e1d6f1c3c2d40bc78f,0.3565605849470276,0.0,0.0,0.356560585
0x3b326b5527b705ce9dddb276d6342506d043a607,0.3507480970204194,0.0,0.0,0.350748097
0x10d055564c14350e77dfe6ab5fdc6d9e6362eca4,0.3477385031341516,0.0,0.0,0.347738503
0xe311f0bc293683a911f502705281b22a46701872,0.3430193543903044,0.0,0.0,0.343019354
0x5edb3a936ac2560d5cfcdffd162919c6d9bec70a,0.3359154432276995,0.0,0.0,0.335915443
0xc6c9f2ee86fb3033c8a366b15253ae447f7a36aa,0.0,0.295897964,0.0,0.295897964
0xbfa17175696d1c9271b05826919691f38607ffd7,0.2938948378214661,0.0,0.0,0.293894838
0x8cf0f4f9e131c0fd8996c723fd2920da7debf5b2,0.2836462810914086,0.0,0.0,0.283646281
0xcbe19f73fedd492a10339c431db4eda6ec6eea32,0.2798254055386522,0.0,0.0,0.279825406
0x3997b25296c0d3d2706b4e59b298e943a0bb42f1,0.2781023259833824,0.0,0.0,0.278102326
0x57971ad4b95f8a7c6f7e62e56fce0fc2b76460c1,0.2777446864462492,0.0,0.0,0.277744686
0x63980d84831b4dd30d0e3626f38798755e72a5f2,0.2776922930021873,0.0,0.0,0.277692293
0x29dccd941d6ea3c265df67102f0154be02ccab06,0.2775967121410448,0.0,0.0,0.277596712
0xac12b8ed1a3fc4da193fb08f218e6cb95575571a,0.2759539722474385,0.0,0.0,0.275953972
0x0b8cef085e20061b6b2a081b5e1c045e09fafd88,0.2748248237850096,0.0,0.0,0.274824824
0x863355ae0975800d21186a274547c4b48a48cfd1,0.2748198011062717,0.0,0.0,0.274819801
0xd7540cd8f96903d23a2708931dddfc650d253c47,0.2742963052235524,0.0,0.0,0.274296305
0x40fe08e87de3262f5c30ed87325def5f9ce6f64f,0.2731400622792533,0.0,0.0,0.273140062
0x8e8f651efd439439eba920766e298959de505b2c,0.2713349647410524,0.0,0.0,0.271334965
0x8fcb238c1cffbe85ba4d4d6ca7572f545e1f4032,0.2695212853716472,0.0,0.0,0.269521285
0x2953d4a9c12906e5ab3cad627f8b52e3b7ffc963,0.2692232013703203,0.0,0.0,0.269223201
0x150a3b0f356d856cd1168e311fe3e58213b9d26e,0.2689494935920529,0.0,0.0,0.268949494
0x0d87eb3f8c744a1c74c17b54ddfbb4e23407d3da,0.2617457775123083,0.0,0.0,0.261745778
0x1b8d65dcad712e1d0470fa8fd1f00956c2bc43c1,0.2616084837311097,0.0,0.0,0.261608484
0x8c2ff1abb421c61175ad31dd31b43cdaa218a756,0.2605679925506163,0.0,0.0,0.260567993
0x357d9266f524f6be5e3d9de9c4d344aa1ea194b8,0.2589655544762876,0.0,0.0,0.258965554
0xe223cf83bfbcd7eb8a496c4a3d9808b9ba26c235,0.2588493220169082,0.0,0.0,0.258849322
0x72f5fa348168bb0b796a3b09e861f0301be88d99,0.2557597785860705,0.0,0.0,0.255759779
0x54c375c481f95ba43e2cecd6ef30631f55518f57,0.2521229667612758,0.0,0.0,0.252122967
0x33a8e6ed62c6b5f9127c04cd237b26ac508fd556,0.247783255569859,0.0,0.0,0.247783256
0xbd389246cc4cb531f2877a4c39282c4d541e71b0,0.2455918301347952,0.0,0.0,0.245591830
0x2ebdcca663bec249867413cc9ff0969185411667,0.2455425428948892,0.0,0.0,0.245542543
0xbacd5b0725388a08b7df2b8a2cdae35f9d88481d,0.2446678726737708,0.0,0.0,0.244667873
0x7e76e867018fc1604c611c2733914311a8412ef4,0.2441325812617353,0.0,0.0,0.244132581
0xf91a1142d9e4910fb5e6ea3b965440a1dcef12fe,0.2412320142280003,0.0,0.0,0.241232014
0x9a3644f299b425834071c5e96ac3cdf7d7cf3ac8,0.2408151404727332,0.0,0.0,0.240815140
0x0a9310779b5efe189aea49a17c58ea4d65b82cec,0.2354104556173813,0.0,0.0,0.235410456
0x69c7a05d343c8ab35a2fee1247d09b8d2f23c0c4,0.2232348402780966,0.0,0.0,0.223234840
0x9ad2fdc0c515c2fe5358acd8b641f799e64e0c5c,0.2081577961578996,0.0,0.0,0.208157796
0x493daa253ea125fa2ce561f96cc92884115148f3,0.2076956062506358,0.0,0.0,0.207695606
0x2a6ba53662f745ef4a91248914a17933261a69f0,0.2072170755879081,0.0,0.0,0.207217076
0xa7f6695ddca8f0ef07f1aee03d07aef3a3952d3d,0.2011600256672648,0.0,0.0,0.201160026
0x1fbcfea53473f16b09a1eb2cfdf81537867cf202,0.2002478088885044,0.0,0.0,0.200247809
0x545c4ae2735c005489da4f8d03d9040c3360ede5,0.1990791604048715,0.0,0.0,0.199079160
0x9f3de76e54eea4efa0946f5501aa814a4fe009b7,0.1936379300091433,0.0,0.0,0.193637930
0xb176c3009649b3efc0cbbfa131a2811ac0f19566,0.182866349024311,0.0,0.0,0.182866349
0xd4a3fd0fed8ed7ca0caae7ee2a5fcacb8e4c42b8,0.1814704179337095,0.0,0.0,0.181470418
0x7e5905514392f45200c5c40782652f54e611a017,0.1721336205364553,0.0,0.0,0.172133621
0x4fedb3ab145b7c6bcc796dfba24d6d665a742fc5,0.0,0.164219088,0.0,0.164219088
0x7136fbddd4dffa2369a9283b6e90a040318011ca,0.1518852042290313,0.0,0.0,0.151885204
0x446c6e0488311188bbd5feebeeada1a06ee082a2,0.1480735747607416,0.0,0.0,0.148073575
0xd7768689a895202d7c53bdf4ea8be07d943debd3,0.1459801867815411,0.0,0.0,0.145980187
0xcca891f0ce297d5793ea9aef27d90bfa3ae84a98,0.142853727022683,0.0,0.0,0.142853727
0x6fae4241a4312fcb953f4ec11c3254849b6bc324,0.141732830454863,0.0,0.0,0.141732830
0x8073a475346e14e5e9839d1fe2d27323bc4c9176,0.1406905097656537,0.0,0.0,0.140690510
0xa7f78d63ac7f5dec4f35dee7246366173c09fde9,0.1401682214504586,0.0,0.0,0.140168221
0x9e10d3d0fba59b30caefd0f026f764f96f80322e,0.1396635607950045,0.0,0.0,0.139663561
0xab8e914bd2e292bc72f6e66d8312067713aa06be,0.1387371228066192,0.0,0.0,0.138737123
0xb1d1efac85935345235a5ef25dca5eae83f8359f,0.1371107730187285,0.0,0.0,0.137110773
0xc530f34376b399b12094dc465eaca370ec7702fa,0.1362742977481495,0.0,0.0,0.136274298
0x9a3bef5598b4298188f9e286ec1a87ea6773fe18,0.1333499297927805,0.0,0.0,0.133349930
0xd80b99076ba9188d8f50c30424730287c09fa50c,0.1305624424659036,0.0,0.0,0.130562442
0x145a96b9669685c263f196caaba3ddd5339cbdf0,0.1296114504122301,0.0,0.0,0.129611450
0x655ab4b2c31eaffdde8ab6baf3f247e4245dac11,0.1294340070878527,0.0,0.0,0.129434007
0x92e28f52d4476f5506fb27cd6699cfb6687eb8e9,0.1258989077040796,0.0,0.0,0.125898908
0x6a59b37bde2d80878a019e824026e462192b7b66,0.1226116164927056,0.0,0.0,0.122611616
0xca49ab85d11469d1cdfb75870fd7383822ee968a,0.1219138670177028,0.0,0.0,0.121913867
0x57669f1fcc2633c66da3088ca82c901a9e7ba1ff,0.1216964665116898,0.0,0.0,0.121696467
0x6655d0fd10b9a7ea4974dc659d4700eebbd07af5,0.1210077021610037,0.0,0.0,0.121007702
0x495833d72cb1c78c5f53e0fbafdbe18e012b2482,0.1209330964140096,0.0,0.0,0.120933096
0x3b0c03e544289a63ac00f3c7aa92493b6f33ee0f,0.1209033075451461,0.0,0.0,0.120903308
0x2bd581ed4f840a5493552551bc7db6d074c0a594,0.1201658585934384,0.0,0.0,0.120165859
0xda36cc4136a24035d2fa1e35873cfb6b4ebf4321,0.1199937928104801,0.0,0.0,0.119993793
0xae014f018e6769e14a230abcbf44a095bc58a621,0.1173172442896466,0.0,0.0,0.117317244
0x12288c52d4177d355ef9117fbe1e7b4197c181fd,0.1166969342177152,0.0,0.0,0.116696934
0x586891dd8b40c869b923192be01f971b50d6f791,0.1145923635823679,0.0,0.0,0.114592364
0xd1f0ebb5a50c98f47a1c738b20092a22463c67c2,0.1145923635823679,0.0,0.0,0.114592364
0x5ced44c2e487547f7cff38f11f3063a39ac1689d,0.1145923635823679,0.0,0.0,0.114592364
0x1a8a14475dc45c442b2a35c12440b8acc9e6984a,0.1126233217844395,0.0,0.0,0.112623322
0x0dd19e1fda92fd00741ec9d8d65e0c95039427fc,0.1084859953239087,0.0,0.0,0.108485995
0xbb32f8c0eed5d3306232ac918256cf013008496f,0.1084859953239087,0.0,0.0,0.108485995
0xdb3b8d660533cba0ab269dee59c55e9cc6838b9a,0.1084859953239087,0.0,0.0,0.108485995
0xfe0661e552401bcefcf93e42e33a03742023f093,0.1084859953239087,0.0,0.0,0.108485995
0x36fc1911f9c5d29f300ae5266a9c98dc46414e9e,0.1084843063732716,0.0,0.0,0.108484306
0x9a9e0f9a29cdeabfb4517dd0fcae0d2ccbd10ae3,0.1084843063732716,0.0,0.0,0.108484306
0xde869962d5e639cff122cd09ba07d5bf6326c6c2,0.1084843063732716,0.0,0.0,0.108484306
0x54c2cf5991676f842ce95c785f3dea2b5a9f9e04,0.108482573824809,0.0,0.0,0.108482574
0x5c438214f08ce1b233f06f3a163b7c15964db2ef,0.1042742710840026,0.0,0.0,0.104274271
0x3ffffd8de09688a81dc3cb353a06a80e01a8c7f8,0.1035263394038207,0.0,0.0,0.103526339
0xbdc0651ab5292f56ac30e10f1a15d50dffd19f37,0.1030781903215256,0.0,0.0,0.103078190
0x4684199eddcb1ac967015cadb2221fa00aefc657,0.102755028819542,0.0,0.0,0.102755029
0xbe54b7a33a844040918dd0ebccdce646a53826f0,0.1025731123337435,0.0,0.0,0.102573112
0x79149508b92b7c61779d6f62c7087a644b43d2c3,0.0974887481382041,0.0,0.0,0.097488748
0x79fa7fcf92ab884b5730175fd24779c9bbce1084,0.0973694794989926,0.0,0.0,0.097369479
0x6f2bfd62c6bca0e946d9b83eee77ce3d685cc347,0.0967865662604827,0.0,0.0,0.096786566
0xb65e90090e2d22ed83dfa43925c4b95100c16ed4,0.0965044315167489,0.0,0.0,0.096504432
0x128d4836c3d486e97911d601aef1419055cc4f4e,0.0963086228100637,0.0,0.0,0.096308623
0xb30d6cb5208429348aa3e394cd1bbbea1f1b460c,0.0957608875000188,0.0,0.0,0.095760888
0x0812f2916bf3d4ff118bed56a04a19ed9ee8e94c,0.0894375212512328,0.0,0.0,0.089437521
0xbc9e66b7ec50b9312035cdfd715da50b1973a630,0.0872380315987806,0.0,0.0,0.087238032
0x2a396aaceaca357071de41ba9821f74edef42664,0.0841885570341314,0.0,0.0,0.084188557
0xaa60de909c9d8bf6f0666c98c6c41579bd97794a,0.0829748176043845,0.0,0.0,0.082974818
0xa5e8dae9b4589afbcde451fc639e32bf748accf9,0.0822088546922901,0.0,0.0,0.082208855
0x995a57eb1f284af2550243b06f29297db5fd13e8,0.0804735979210479,0.0,0.0,0.080473598
0x400ae60b01247b6d3acda2b08af5ee73dcc3614f,0.0803431842400369,0.0,0.0,0.080343184
0x4c7a4d7a25c00aac98b3479994134a8ca622798c,0.0800184921085653,0.0,0.0,0.080018492
0x5a8491f7c6f6f1b7000ef62707bd66ae1271c331,0.0763066039769261,0.0,0.0,0.076306604
0xa0914c206be51449374b6206fa4b06c74548d2fe,0.0745586920749598,0.0,0.0,0.074558692
0x34a5b3a49c5b0465bcbfb2228efad6c7e759767f,0.0739219427200146,0.0,0.0,0.073921943
0x4d4ac7416da599e7fc282e59d3540831f1811812,0.0739208853610476,0.0,0.0,0.073920885
0x5d31004d9584829211c2350218ff417d81118a2e,0.0738830612832165,0.0,0.0,0.073883061
0xefee2d43b11de6423d71a41a8a5ab679184a34a1,0.0738384490677937,0.0,0.0,0.073838449
0x2f32d6c5b4d8cdd81a8ca02a7646e3d5929692cc,0.0723042580984039,0.0,0.0,0.072304258
0x1b46aabc335075c497236f1ba2f695bb8d64e1dd,0.0714153569248186,0.0,0.0,0.071415357
0x0c9eed14d5f41bdae840cc188bae5540bc725ddf,0.0702312874224979,0.0,0.0,0.070231287
0xb47eb37709f8b0540f3610e8824d221ace569fb3,0.069888087757809,0.0,0.0,0.069888088
0x0ea1e9ac50ec4d8db153580c2aec1c5ee13c0961,0.0698024151481368,0.0,0.0,0.069802415
0x2a38cdc3b56028ff88a52f263db26ca6867a52a7,0.0696934273742352,0.0,0.0,0.069693427
0x8750e039b1c38eedb3b904b1b60463b3f4d1f952,0.06944487957905,0.0,0.0,0.069444880
0xfdc03c88f4cb228b10cf3a53ba05da9dea6858c7,0.0691358107904156,0.0,0.0,0.069135811
0x753a54ccd788ac30198e2f7663d0fc645ef27241,0.0685957889227919,0.0,0.0,0.068595789
0x42f53818482ae5c20ce1dbedf88e3fc61c919ca9,0.0681796685474295,0.0,0.0,0.068179669
0x91d886ac7b54ebfbdde77fc1ee044503659a2090,0.0673240190745192,0.0,0.0,0.067324019
0x44b90068f77f16e321b22a8cd68243106e6c2ce0,0.067002107719968,0.0,0.0,0.067002108
0xba65d80bd73c41891b81bfc4d80ae6dcae5b8154,0.065464077181084,0.0,0.0,0.065464077
0x7e4c9a161c3c0c8d46f1fd336e838eb78cd56a88,0.0653668285897189,0.0,0.0,0.065366829
0x47cde97127cdd7cc79d4f9256cdc004524177bd7,0.0636879707054416,0.0,0.0,0.063687971
0x43cb3d038b09593ba1ddb749efa7e6d3c1370aaa,0.0,0.063197423,0.0,0.063197423
0x80be68b716a5868e8efb23140323cafc42f3458c,0.0618051212559744,0.0,0.0,0.061805121
0x8998ac6f6d538207015f11e0acfe7300fba350e1,0.0613920929857951,0.0,0.0,0.061392093
0xdcfcc77a2e690141432561a9746c125bf6704380,0.0613037022911871,0.0,0.0,0.061303702
0x0ce73d9ca584adeb34703ad7a8b501b2e54585a4,0.0605252943614847,0.0,0.0,0.060525294
0xb6f1d510a8e18a9ba14cec92791c026f8f3b9072,0.0595127974373489,0.0,0.0,0.059512797
0x3ac6256346254f9f47b5161623a4a142b6d37010,0.0559776261861281,0.0,0.0,0.055977626
0x773b9aee798bb310b533d19749dd542294b1ea11,0.0553353239476473,0.0,0.0,0.055335324
0x890ff4714b97bc0a24872bf71942b8c3ad64bdcd,0.0553187638377871,0.0,0.0,0.055318764
0xa37dd7c67c5c985aa56f7cf362b29d83c3f36816,0.0544514137220971,0.0,0.0,0.054451414
0x8b14239f64fb40df39781486fc85a7089bfca491,0.0539967913311898,0.0,0.0,0.053996791
0x08b0dc60b562549bb86901321633cdecb14f4e29,0.0539399362972125,0.0,0.0,0.053939936
0x58b2357c9cec68a9b67a2c5c9f4a80b9363ad582,0.0535510565462157,0.0,0.0,0.053551057
0xd4a237d1ab27aceaf8bace1005435193f538b116,0.0514097991454087,0.0,0.0,0.051409799
0xb589fbe1a4ecfcb9c1d7900b42d14ff9fa6ea870,0.0491113818833683,0.0,0.0,0.049111382
0x4f0c471b37069c55783707a8de571711a9c6405e,0.0486893351524672,0.0,0.0,0.048689335
0xb3fc012e67a6dcbdb85c09e5dfd2bdaf362b81a5,0.0482485609947383,0.0,0.0,0.048248561
0x56d138a329faa31cdf5e3e7766da4d6c1e55e732,0.0478416820206978,0.0,0.0,0.047841682
0xc593a1668d9bc0f319a15a43ef21c1befe3d7d57,0.0471501771579597,0.0,0.0,0.047150177
0x6700dc028971a9d96d0c4281099f29d74bbc1fb5,0.0433638768029081,0.0,0.0,0.043363877
0x434327fcd2210a5996b1d95dfbd62cd61ce2fbb9,0.0433637946599039,0.0,0.0,0.043363795
0xd529593dc8414a84ebbf1a74efcb0d0c3d583437,0.0433637946599039,0.0,0.0,0.043363795
0xd34f4d6158cb9fd4b4bef73fcc3a9f900b5305fc,0.0433637946599039,0.0,0.0,0.043363795
0x022114bd59fd70855e27b38e98db4242fa4f3f97,0.0433637946599039,0.0,0.0,0.043363795
0x55346cafd39e39cf4f9d3ad2afdc42c681069548,0.0433450149147479,0.0,0.0,0.043345015
0x0ff46871fda788f55a8c43211a28a189c4b4d0e1,0.0433445536795387,0.0,0.0,0.043344554
0x84076bb77d6931e827453ded5ebe52f935f76d8d,0.0433445536795387,0.0,0.0,0.043344554
0xcd119c5c04fc42613a1a1bced4fd8368b5fa30d2,0.0433445536795387,0.0,0.0,0.043344554
0x7bcd1bddff93dc0b22bc247654aeea0ddce4f05a,0.0433435698944077,0.0,0.0,0.043343570
0x793f092c89bc1b0b674173ec1e547a6494461bee,0.0432689453782496,0.0,0.0,0.043268945
0x273b70caffa29dd74501ced534910a3108b8e4da,0.0432689453782496,0.0,0.0,0.043268945
0xc184aef9c8423ab2ffa68f5262423b58b29fdab5,0.0432689453782496,0.0,0.0,0.043268945
0x95136bf60319d9cc700e26e09037a6a694e25148,0.0432687602898952,0.0,0.0,0.043268760
0xd45e83168872ae94c452e8ef09a6308c8c98edff,0.0432687602898952,0.0,0.0,0.043268760
0x26177d7943f455311fa84546c2529fb82a177ccf,0.0411627747021327,0.0,0.0,0.041162775
0xc62785b58724d744b843e479d76d47897e61ca7e,0.0404001712003186,0.0,0.0,0.040400171
0x51eba413de14da735cbaa25c33346888bda87101,0.038491446011032,0.0,0.0,0.038491446
0xe4a77604802ee95603ec22ca0e4ebf981f6134a3,0.0383276655431433,0.0,0.0,0.038327666
0xa27ff099de5a80cf72a0f899ed586107d74f46ac,0.0380301299440653,0.0,0.0,0.038030130
0xe2e2466f657cf011eaaa4a8a2eeb2c9fe68797f6,0.0379732347337566,0.0,0.0,0.037973235
0x617ca9738642e411d4d35848550f26b07bba21cd,0.0376573126506027,0.0,0.0,0.037657313
0x123d21efe44a4938bcfd6392956146436cf268ea,0.0375951458887781,0.0,0.0,0.037595146
0x36481d193dc5485cdfb19839613f564568e0e1f5,0.0372913390903547,0.0,0.0,0.037291339
