Address,curve,rai-dai-uni-v3,uni-v2-rai-eth,Total
0x357d9266f524f6be5e3d9de9c4d344aa1ea194b8,0.0,0.0,0.2044766657686374,0.204476666
0xe223cf83bfbcd7eb8a496c4a3d9808b9ba26c235,0.0,0.0,0.2043848897569739,0.204384890
0x72f5fa348168bb0b796a3b09e861f0301be88d99,0.0,0.0,0.2019454165198378,0.201945417
0x54c375c481f95ba43e2cecd6ef30631f55518f57,0.0,0.0,0.1990738255182243,0.199073826
0x33a8e6ed62c6b5f9127c04cd237b26ac508fd556,0.0,0.0,0.1956472320602097,0.195647232
0xbd389246cc4cb531f2877a4c39282c4d541e71b0,0.0,0.0,0.1939169039972793,0.193916904
0x2ebdcca663bec249867413cc9ff0969185411667,0.0,0.0,0.1938779872753187,0.193877987
0xbacd5b0725388a08b7df2b8a2cdae35f9d88481d,0.0,0.0,0.1931873562343565,0.193187356
0x7e76e867018fc1604c611c2733914311a8412ef4,0.0,0.0,0.192764695377514,0.192764695
0xf91a1142d9e4910fb5e6ea3b965440a1dcef12fe,0.0,0.0,0.1904744360528863,0.190474436
0x9a3644f299b425834071c5e96ac3cdf7d7cf3ac8,0.0,0.0,0.1901452766181664,0.190145277
0x0a9310779b5efe189aea49a17c58ea4d65b82cec,0.0,0.0,0.1858777903843793,0.185877790
0x69c7a05d343c8ab35a2fee1247d09b8d2f23c0c4,0.0,0.0,0.1762640437481007,0.176264044
0x9ad2fdc0c515c2fe5358acd8b641f799e64e0c5c,0.0,0.0,0.164359357360063,0.164359357
0x2a6ba53662f745ef4a91248914a17933261a69f0,0.0,0.0,0.1636165736104604,0.163616574
0xa7f6695ddca8f0ef07f1aee03d07aef3a3952d3d,0.0,0.0,0.1588339863097204,0.158833986
0x1fbcfea53473f16b09a1eb2cfdf81537867cf202,0.0,0.0,0.1581137088745366,0.158113709
0x545c4ae2735c005489da4f8d03d9040c3360ede5,0.0,0.0,0.1571909554764175,0.157190955
0x9f3de76e54eea4efa0946f5501aa814a4fe009b7,0.0,0.0,0.1528946132418395,0.152894613
0xb176c3009649b3efc0cbbfa131a2811ac0f19566,0.0,0.0,0.1443894783821487,0.144389478
0xd4a3fd0fed8ed7ca0caae7ee2a5fcacb8e4c42b8,0.0,0.0,0.143287264863342,0.143287265
0x7e5905514392f45200c5c40782652f54e611a017,0.0,0.0,0.1359150210735887,0.135915021
0x7136fbddd4dffa2369a9283b6e90a040318011ca,0.0,0.0,0.1199270698496878,0.119927070
0x446c6e0488311188bbd5feebeeada1a06ee082a2,0.0,0.0,0.116917444548757,0.116917445
0xd7768689a895202d7c53bdf4ea8be07d943debd3,0.0,0.0,0.115264525900898,0.115264526
0xcca891f0ce297d5793ea9aef27d90bfa3ae84a98,0.0,0.0,0.1127959038926778,0.112795904
0x6fae4241a4312fcb953f4ec11c3254849b6bc324,0.0,0.0,0.1119108549396503,0.111910855
0x8073a475346e14e5e9839d1fe2d27323bc4c9176,0.0,0.0,0.1110878487308819,0.111087849
0xa7f78d63ac7f5dec4f35dee7246366173c09fde9,0.0,0.0,0.1106754549919654,0.110675455
0x9e10d3d0fba59b30caefd0f026f764f96f80322e,0.0,0.0,0.1102769798805533,0.110276980
0xab8e914bd2e292bc72f6e66d8312067713aa06be,0.0,0.0,0.1095454735175179,0.109545474
0xb1d1efac85935345235a5ef25dca5eae83f8359f,0.0,0.0,0.1082613236518187,0.108261324
0xc530f34376b399b12094dc465eaca370ec7702fa,0.0,0.0,0.1076008509697595,0.107600851
0x9a3bef5598b4298188f9e286ec1a87ea6773fe18,0.0,0.0,0.1052917986704921,0.105291799
0xd80b99076ba9188d8f50c30424730287c09fa50c,0.0,0.0,0.1030908259750123,0.103090826
0x145a96b9669685c263f196caaba3ddd5339cbdf0,0.0,0.0,0.102339931962483,0.102339932
0x655ab4b2c31eaffdde8ab6baf3f247e4245dac11,0.0,0.0,0.1021998244512541,0.102199824
0x3e0139ce3533a42a7d342841aee69ab2bfee1d51,0.100868298,0.0,0.0,0.100868298
0x92e28f52d4476f5506fb27cd6699cfb6687eb8e9,0.0,0.0,0.0994085445970031,0.099408545
0x6a59b37bde2d80878a019e824026e462192b7b66,0.0,0.0,0.0968129316488961,0.096812932
0xca49ab85d11469d1cdfb75870fd7383822ee968a,0.0,0.0,0.0962619954964841,0.096261995
0x57669f1fcc2633c66da3088ca82c901a9e7ba1ff,0.0,0.0,0.0960903381859363,0.096090338
0x6655d0fd10b9a7ea4974dc659d4700eebbd07af5,0.0,0.0,0.0955464965996935,0.095546497
0x495833d72cb1c78c5f53e0fbafdbe18e012b2482,0.0,0.0,0.09548758863248,0.095487589
0x3b0c03e544289a63ac00f3c7aa92493b6f33ee0f,0.0,0.0,0.0954640676333475,0.095464068
0x2bd581ed4f840a5493552551bc7db6d074c0a594,0.0,0.0,0.0948817851629058,0.094881785
0xda36cc4136a24035d2fa1e35873cfb6b4ebf4321,0.0,0.0,0.0947459237057196,0.094745924
0xae014f018e6769e14a230abcbf44a095bc58a621,0.0,0.0,0.0926325472050692,0.092632547
0x12288c52d4177d355ef9117fbe1e7b4197c181fd,0.0,0.0,0.0921427564469597,0.092142756
0x586891dd8b40c869b923192be01f971b50d6f791,0.0,0.0,0.0904810080833185,0.090481008
0x5ced44c2e487547f7cff38f11f3063a39ac1689d,0.0,0.0,0.0904810080833185,0.090481008
0xd1f0ebb5a50c98f47a1c738b20092a22463c67c2,0.0,0.0,0.0904810080833185,0.090481008
0x1a8a14475dc45c442b2a35c12440b8acc9e6984a,0.0,0.0,0.0889262719624712,0.088926272
0x0dd19e1fda92fd00741ec9d8d65e0c95039427fc,0.0,0.0,0.085659479506013,0.085659480
0xfe0661e552401bcefcf93e42e33a03742023f093,0.0,0.0,0.085659479506013,0.085659480
0xdb3b8d660533cba0ab269dee59c55e9cc6838b9a,0.0,0.0,0.085659479506013,0.085659480
0xbb32f8c0eed5d3306232ac918256cf013008496f,0.0,0.0,0.085659479506013,0.085659480
0xde869962d5e639cff122cd09ba07d5bf6326c6c2,0.0,0.0,0.0856581459271297,0.085658146
0x9a9e0f9a29cdeabfb4517dd0fcae0d2ccbd10ae3,0.0,0.0,0.0856581459271297,0.085658146
0x36fc1911f9c5d29f300ae5266a9c98dc46414e9e,0.0,0.0,0.0856581459271297,0.085658146
0x54c2cf5991676f842ce95c785f3dea2b5a9f9e04,0.0,0.0,0.0856567779238304,0.085656778
0x5c438214f08ce1b233f06f3a163b7c15964db2ef,0.0,0.0,0.0823339432915365,0.082333943
0x3ffffd8de09688a81dc3cb353a06a80e01a8c7f8,0.0,0.0,0.0817433837613485,0.081743384
0xbdc0651ab5292f56ac30e10f1a15d50dffd19f37,0.0,0.0,0.0813895296346857,0.081389530
0x4684199eddcb1ac967015cadb2221fa00aefc657,0.0,0.0,0.0811343644774353,0.081134364
0xbe54b7a33a844040918dd0ebccdce646a53826f0,0.0,0.0,0.0809907250017541,0.080990725
0x79149508b92b7c61779d6f62c7087a644b43d2c3,0.0,0.0,0.0769761608240594,0.076976161
0x79fa7fcf92ab884b5730175fd24779c9bbce1084,0.0,0.0,0.0768819874745339,0.076881987
0x6f2bfd62c6bca0e946d9b83eee77ce3d685cc347,0.0,0.0,0.0764217248898673,0.076421725
0xb65e90090e2d22ed83dfa43925c4b95100c16ed4,0.0,0.0,0.0761989540591565,0.076198954
0x128d4836c3d486e97911d601aef1419055cc4f4e,0.0,0.0,0.0760443454219097,0.076044345
0xb30d6cb5208429348aa3e394cd1bbbea1f1b460c,0.0,0.0,0.0756118589850618,0.075611859
0x0812f2916bf3d4ff118bed56a04a19ed9ee8e94c,0.0,0.0,0.0706189909196526,0.070618991
0xbc9e66b7ec50b9312035cdfd715da50b1973a630,0.0,0.0,0.0688822954296456,0.068882295
0x2a396aaceaca357071de41ba9821f74edef42664,0.0,0.0,0.066474460176858,0.066474460
0x493daa253ea125fa2ce561f96cc92884115148f3,0.0,0.0,0.0661886329809133,0.066188633
0xaa60de909c9d8bf6f0666c98c6c41579bd97794a,0.0,0.0,0.0655161034092622,0.065516103
0xa5e8dae9b4589afbcde451fc639e32bf748accf9,0.0,0.0,0.064911306594936,0.064911307
0x995a57eb1f284af2550243b06f29297db5fd13e8,0.0,0.0,0.063541164841707,0.063541165
0x4c7a4d7a25c00aac98b3479994134a8ca622798c,0.0,0.0,0.0631818177490152,0.063181818
0x5a8491f7c6f6f1b7000ef62707bd66ae1271c331,0.0,0.0,0.0602509472307383,0.060250947
0xa0914c206be51449374b6206fa4b06c74548d2fe,0.0,0.0,0.058870813110221,0.058870813
0x34a5b3a49c5b0465bcbfb2228efad6c7e759767f,0.0,0.0,0.0583680420552334,0.058368042
0x4d4ac7416da599e7fc282e59d3540831f1811812,0.0,0.0,0.0583672071749478,0.058367207
0x5d31004d9584829211c2350218ff417d81118a2e,0.0,0.0,0.058337341653503,0.058337342
0xefee2d43b11de6423d71a41a8a5ab679184a34a1,0.0,0.0,0.058302116285092,0.058302116
0x2f32d6c5b4d8cdd81a8ca02a7646e3d5929692cc,0.0,0.0,0.057090734119971,0.057090734
0x1b46aabc335075c497236f1ba2f695bb8d64e1dd,0.0,0.0,0.0563888664583042,0.056388866
0x0c9eed14d5f41bdae840cc188bae5540bc725ddf,0.0,0.0,0.0554539367748469,0.055453937
0xb47eb37709f8b0540f3610e8824d221ace569fb3,0.0,0.0,0.0551829496805577,0.055182950
0x0ea1e9ac50ec4d8db153580c2aec1c5ee13c0961,0.0,0.0,0.0551153034269511,0.055115303
0x2a38cdc3b56028ff88a52f263db26ca6867a52a7,0.0,0.0,0.0550292477479942,0.055029248
0x8750e039b1c38eedb3b904b1b60463b3f4d1f952,0.0,0.0,0.0548329968429407,0.054832997
0xfdc03c88f4cb228b10cf3a53ba05da9dea6858c7,0.0,0.0,0.0545889591541411,0.054588959
0xf77858fb9bdc3a8b62a03acd49857c29e0a01ede,0.054322912,0.0,0.0,0.054322912
0x753a54ccd788ac30198e2f7663d0fc645ef27241,0.0,0.0,0.0541625631758916,0.054162563
0x42f53818482ae5c20ce1dbedf88e3fc61c919ca9,0.0,0.0,0.0538339986025661,0.053833999
0x91d886ac7b54ebfbdde77fc1ee044503659a2090,0.0,0.0,0.0531583861581188,0.053158386
0x44b90068f77f16e321b22a8cd68243106e6c2ce0,0.0,0.0,0.0529042081050382,0.052904208
0xba65d80bd73c41891b81bfc4d80ae6dcae5b8154,0.0,0.0,0.0516897942534456,0.051689794
0x7e4c9a161c3c0c8d46f1fd336e838eb78cd56a88,0.0,0.0,0.0516130077180578,0.051613008
0x47cde97127cdd7cc79d4f9256cdc004524177bd7,0.0,0.0,0.0502873979736628,0.050287398
0x80be68b716a5868e8efb23140323cafc42f3458c,0.0,0.0,0.0488007184870804,0.048800718
0x8998ac6f6d538207015f11e0acfe7300fba350e1,0.0,0.0,0.0484745954097265,0.048474595
0xdcfcc77a2e690141432561a9746c125bf6704380,0.0,0.0,0.0484048029828728,0.048404803
0x0ce73d9ca584adeb34703ad7a8b501b2e54585a4,0.0,0.0,0.0477901797045171,0.047790180
0x7fb289978970f10853c850ca547e599a27eafcf1,0.0,0.0,0.0475242515221428,0.047524252
0xb6f1d510a8e18a9ba14cec92791c026f8f3b9072,0.0,0.0,0.0469907220485869,0.046990722
0x3ac6256346254f9f47b5161623a4a142b6d37010,0.0,0.0,0.0441993854485025,0.044199385
0x773b9aee798bb310b533d19749dd542294b1ea11,0.0,0.0,0.0436922298910544,0.043692230
0x890ff4714b97bc0a24872bf71942b8c3ad64bdcd,0.0,0.0,0.0436791541904817,0.043679154
0xa37dd7c67c5c985aa56f7cf362b29d83c3f36816,0.0,0.0,0.0429943030330797,0.042994303
0x8b14239f64fb40df39781486fc85a7089bfca491,0.0,0.0,0.0426353376453297,0.042635338
0x08b0dc60b562549bb86901321633cdecb14f4e29,0.0,0.0,0.0425904454672818,0.042590445
0x58b2357c9cec68a9b67a2c5c9f4a80b9363ad582,0.0,0.0,0.0422833898241882,0.042283390
0xd4a237d1ab27aceaf8bace1005435193f538b116,0.0,0.0,0.0405926739498131,0.040592674
0xb589fbe1a4ecfcb9c1d7900b42d14ff9fa6ea870,0.0,0.0,0.0387778661880723,0.038777866
0x4f0c471b37069c55783707a8de571711a9c6405e,0.0,0.0,0.0384446222224501,0.038444622
0xb3fc012e67a6dcbdb85c09e5dfd2bdaf362b81a5,0.0,0.0,0.0380965912640022,0.038096591
0x56d138a329faa31cdf5e3e7766da4d6c1e55e732,0.0,0.0,0.0377753236106595,0.037775324
0xc593a1668d9bc0f319a15a43ef21c1befe3d7d57,0.0,0.0,0.0372293181429384,0.037229318
0x6700dc028971a9d96d0c4281099f29d74bbc1fb5,0.0,0.0,0.0342396924617729,0.034239692
0x022114bd59fd70855e27b38e98db4242fa4f3f97,0.0,0.0,0.0342396276024612,0.034239628
0x434327fcd2210a5996b1d95dfbd62cd61ce2fbb9,0.0,0.0,0.0342396276024612,0.034239628
0xd34f4d6158cb9fd4b4bef73fcc3a9f900b5305fc,0.0,0.0,0.0342396276024612,0.034239628
0xd529593dc8414a84ebbf1a74efcb0d0c3d583437,0.0,0.0,0.0342396276024612,0.034239628
0x55346cafd39e39cf4f9d3ad2afdc42c681069548,0.0,0.0,0.0342247992995958,0.034224799
0x0ff46871fda788f55a8c43211a28a189c4b4d0e1,0.0,0.0,0.0342244351127915,0.034224435
0x84076bb77d6931e827453ded5ebe52f935f76d8d,0.0,0.0,0.0342244351127915,0.034224435
0xcd119c5c04fc42613a1a1bced4fd8368b5fa30d2,0.0,0.0,0.0342244351127915,0.034224435
0x7bcd1bddff93dc0b22bc247654aeea0ddce4f05a,0.0,0.0,0.0342236583256864,0.034223658
0x273b70caffa29dd74501ced534910a3108b8e4da,0.0,0.0,0.0341647355385246,0.034164736
0x793f092c89bc1b0b674173ec1e547a6494461bee,0.0,0.0,0.0341647355385246,0.034164736
0xc184aef9c8423ab2ffa68f5262423b58b29fdab5,0.0,0.0,0.0341647355385246,0.034164736
0x95136bf60319d9cc700e26e09037a6a694e25148,0.0,0.0,0.0341645893945726,0.034164589
0xd45e83168872ae94c452e8ef09a6308c8c98edff,0.0,0.0,0.0341645893945726,0.034164589
0x26177d7943f455311fa84546c2529fb82a177ccf,0.0,0.0,0.032501723798361,0.032501724
0xc62785b58724d744b843e479d76d47897e61ca7e,0.0,0.0,0.0318995795414934,0.031899580
0x51eba413de14da735cbaa25c33346888bda87101,0.0,0.0,0.0303924688241501,0.030392469
0xe4a77604802ee95603ec22ca0e4ebf981f6134a3,0.0,0.0,0.0302631493706049,0.030263149
0xa27ff099de5a80cf72a0f899ed586107d74f46ac,0.0,0.0,0.0300282181753347,0.030028218
0xe2e2466f657cf011eaaa4a8a2eeb2c9fe68797f6,0.0,0.0,0.0299832942744489,0.029983294
0x123d21efe44a4938bcfd6392956146436cf268ea,0.0,0.0,0.0296847590250723,0.029684759
0x36481d193dc5485cdfb19839613f564568e0e1f5,0.0,0.0,0.0294448761522127,0.029444876
0xe6567d460dcaba7b7b8aa3a5987135221fb1cca7,0.0,0.0,0.0289361263457819,0.028936126
0xcc639718e285880dec3dc4477621c145a51219a0,0.0,0.0,0.0289350722999736,0.028935072
0xf9b232ab04cda41b771ed0815256c11ffddb60bd,0.0,0.0,0.0288191487739301,0.028819149
0x525be9a6edc565fb514125845dcdc37ba2e8dc48,0.0,0.0,0.0273226629360802,0.027322663
0x53033c9697339942256845dd4d428085ec7261b8,0.0,0.0,0.027238445032135,0.027238445
0xb79017034ee38c4bfbeb1bc619f714cea55a07d4,0.0,0.0,0.0270516063945691,0.027051606
0xe36256f2e0cae6e083e307c5e23e5caa21a16adf,0.02576039,0.0,0.0,0.025760390
0x580e2a735d2e4b58481fd08183b43e73b76423dd,0.0,0.0,0.0244686770604103,0.024468677
0x5b5f9e86048822184949f112287c2f78a68585c6,0.0,0.0,0.0244127906969373,0.024412791
0xd9d208471b5d2ce51570788db2d5ad09f96e1771,0.0,0.0,0.023479629058078,0.023479629
0x617ca9738642e411d4d35848550f26b07bba21cd,0.0,0.0,0.023230405449042,0.023230405
